Genome,OG,DC.M.48.1,DC.H.48.1,NZ.H.48.1,AZ.M.48.1,NZ.M.48.3,AZ.L.48.1,AZ.M.48.2,PR.L.48.1,NZ.H.48.2,CP.L.48.1,NZ.L.48.3,CP.H.48.3,NZ.H.48.3,DC.M.48.2,NC.1D.48.1,DC.H.48.2,PR.L.48.3,PR.M.48.1,DC.L.48.1,PR.M.48.2,PR.H.48.1,CP.M.48.1,NC.1D.48.2,CP.M.48.2,AZ.L.48.2,AZ.H.48.1,CP.L.48.2,PR.L.48.2,PR.M.48.3,NZ.M.48.2,NZ.L.48.1,DC.L.48.2,AZ.L.48.3,AZ.H.48.2,NZ.M.48.1,NZ.L.48.2,DC.L.48.3,CP.L.48.3,DC.H.48.3,PR.H.48.2,CP.H.48.2,CP.M.48.3,PR.H.48.3,DC.M.48.3,AZ.H.48.3,NC.1D.48.3,CP.H.48.1,AZ.M.48.3
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0052,25006000,31590000,21185000,20256000,21398000,8674200,20611000,17321000,20852000,0,20697000,3606700,17906000,11220000,9039500,0,17282000,6968100,23242000,9847400,9828300,1613900,0,2319000,10793000,10659000,5804400,8564300,14032000,14419000,15304000,6606900,25466000,13190000,16094000,10346000,12762000,0,12742000,0,2893400,2622700,18534000,25495000,11746000,0,0,17832000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0055,395470000,205870000,374540000,107250000,235750000,138760000,142860000,335280000,366130000,0,232130000,126230000,514420000,250460000,302460000,0,327520000,230700000,0,273450000,0,81636000,227910000,0,404110000,152140000,0,196240000,465240000,474760000,478470000,341950000,313340000,135320000,669700000,209960000,326290000,0,0,248480000,0,93363000,451680000,409860000,170100000,606800000,81892000,140080000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0078,151100000,130160000,124760000,91704000,169840000,86644000,138200000,107340000,113020000,0,90151000,7630100,100790000,129500000,61158000,63636000,117380000,46910000,70842000,97467000,77305000,2579800,101710000,3367900,148980000,143320000,21193000,81541000,94609000,108680000,128060000,100390000,141640000,120310000,121860000,75509000,105120000,21127000,101920000,70423000,5687300,5349100,195070000,160040000,150410000,82797000,2843600,125110000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0080,21612000,0,26564000,0,18408000,0,32025000,16916000,27236000,0,0,0,22171000,15520000,0,0,0,0,0,15216000,11440000,1114900,0,0,16152000,12553000,0,0,19398000,29828000,22190000,0,18971000,10695000,23146000,15866000,24318000,0,9594000,0,0,2607600,0,29556000,12781000,17884000,0,10387000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0081,21615000,15160000,24445000,16549000,9104800,10265000,18961000,17388000,21693000,10478000,22635000,4252500,21054000,25327000,15837000,14743000,22752000,0,23852000,20532000,34712000,2726400,21074000,5171800,30757000,11542000,13166000,18329000,18608000,22664000,28176000,33912000,9669500,13595000,35108000,28618000,19249000,0,18263000,14969000,2945600,4526700,32349000,25126000,8973000,22326000,1932000,18451000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0085,7511100,5327800,9847200,4014300,9479300,4227600,3502200,11072000,7027100,0,0,0,5289200,11504000,0,10909000,10961000,0,0,6976800,4955500,0,0,0,7062700,1983600,0,6231500,0,8330200,8261700,6351800,8486000,4137500,9365000,6616500,8156400,0,0,0,0,0,9349300,15488000,3317500,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0087,0,25307000,36408000,34880000,47451000,5810700,0,0,0,24635000,0,0,0,31313000,16451000,17658000,0,14912000,0,26080000,29147000,0,0,9516500,61960000,20259000,8698000,20560000,0,27718000,63696000,55259000,0,0,42871000,27747000,52465000,0,20151000,29014000,0,717850,43297000,61203000,19312000,0,0,23332000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0090,0,40233000,0,17300000,34091000,20350000,0,37123000,29578000,0,23227000,2338800,0,21824000,0,12962000,23234000,13053000,25297000,0,0,5672600,18499000,0,0,26538000,7183000,21329000,21221000,0,21057000,0,37847000,15622000,30236000,22402000,15693000,7222100,15004000,12520000,0,0,39470000,25481000,13926000,18490000,0,14978000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0091,20942000,21662000,19612000,11052000,35457000,12278000,17259000,20067000,18677000,0,14794000,2681500,15719000,18940000,10866000,13260000,15177000,6408700,0,15997000,17482000,1456800,20431000,2941600,13679000,9965400,0,14014000,13381000,11137000,22349000,12274000,0,9865500,21681000,13374000,8994200,0,19688000,10794000,1721600,2183500,24376000,23315000,14757000,19016000,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0092,0,0,0,0,0,16335000,0,0,0,0,0,0,0,9550300,0,9624100,0,0,0,0,0,0,0,0,13321000,0,0,0,0,0,0,17026000,0,0,0,0,5367600,0,0,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0094,25703000,0,24238000,0,35552000,15631000,19524000,0,32542000,0,16473000,3079200,21302000,29818000,15475000,9419600,25235000,0,20352000,0,0,1798400,27595000,3646700,0,16651000,0,0,18622000,0,0,0,0,0,0,0,31731000,0,0,26892000,1834000,3023200,34008000,28248000,0,0,1560100,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0096,20453000,17830000,16363000,11449000,47302000,14259000,6572600,24930000,15161000,0,14713000,4115600,10945000,14968000,19725000,13362000,16531000,2367000,0,22838000,23238000,0,26307000,3878700,14282000,10210000,0,16945000,19869000,23109000,0,23341000,13354000,13964000,0,15202000,15090000,0,40770000,11573000,0,0,28944000,23091000,7112100,32255000,0,12033000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0097,42858000,26586000,29702000,20271000,53363000,17842000,17402000,35836000,38223000,0,33380000,0,29727000,35179000,23675000,14861000,35892000,20205000,22740000,44523000,27049000,0,43984000,4188100,34353000,18652000,0,50405000,34807000,30370000,45021000,42521000,32802000,14915000,30775000,36669000,38077000,0,22644000,26881000,0,4874900,43997000,40149000,24535000,28538000,0,22154000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0098,11917000,8130300,14178000,6430100,15920000,6127400,6382200,11536000,0,0,0,0,0,8967700,6994700,0,0,0,0,0,9572800,0,0,0,9436900,6112500,0,0,0,12441000,12974000,0,0,5977900,0,0,6464200,0,0,0,0,0,17128000,14266000,6987900,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0099,67074000,27310000,0,0,16269000,0,0,0,0,0,0,0,0,0,0,0,0,0,17670000,0,0,0,0,0,0,0,0,0,0,13666000,15334000,0,15581000,0,0,0,0,0,0,0,0,0,16965000,192610000,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0102,27501000,9082500,35409000,18863000,18676000,13551000,0,36260000,21910000,0,20355000,0,36098000,22495000,15561000,0,0,11288000,23016000,20043000,18927000,0,23745000,5712500,17151000,22523000,0,0,20242000,15610000,15144000,0,17566000,17236000,26905000,19175000,0,0,29553000,0,0,20401000,22109000,0,28867000,9574100,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0103,34510000,24877000,27408000,17297000,25947000,18423000,24053000,33912000,29818000,0,22921000,0,19595000,27678000,16311000,0,0,14217000,28703000,27499000,26353000,0,0,2466500,17922000,16490000,0,19963000,20351000,19705000,23297000,23495000,22853000,14144000,24186000,24425000,23385000,0,0,15810000,0,2849500,30183000,31984000,18552000,22576000,0,17006000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0105,18085000,15918000,20263000,10662000,24234000,9648200,16709000,22518000,24401000,0,9519700,0,17744000,15112000,10432000,7989600,39399000,0,18537000,24643000,15787000,0,18785000,0,18719000,12925000,0,14172000,23582000,22180000,20438000,16248000,21130000,13240000,23254000,10275000,11175000,0,12668000,7307400,0,0,27562000,18968000,12662000,19655000,0,11168000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0149,8898200,26095000,14474000,0,0,0,10961000,0,15458000,0,0,0,0,12216000,0,0,0,0,0,0,0,0,0,4533200,17464000,0,0,0,0,0,0,0,0,0,0,0,0,0,10621000,7547400,0,4204200,12350000,20031000,0,14448000,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0150,5042600,6005500,8963400,5085300,12466000,5704400,0,7795900,8105700,0,9555400,0,6619700,9544600,6214100,2511100,11481000,3609700,6247800,10361000,10384000,0,10123000,0,13703000,7709200,0,7371300,6119500,0,0,11459000,0,7826700,0,9227400,5535000,0,4426000,4826000,0,0,0,10656000,7269500,0,0,7394600
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0185,15119000,12904000,0,0,49548000,0,0,13917000,0,0,24395000,0,0,28179000,0,0,26236000,0,18043000,0,0,0,0,0,0,0,0,0,0,0,0,22282000,24471000,0,0,0,0,0,14095000,0,0,0,0,20307000,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0191,29965000,48779000,28448000,18097000,53079000,30749000,23348000,20594000,32990000,0,21835000,2868300,22610000,29313000,21273000,22301000,23221000,17705000,30383000,27983000,20394000,0,24134000,2746700,22090000,0,0,26256000,23795000,24772000,21919000,27955000,31072000,16593000,52143000,20554000,30764000,0,28706000,33806000,0,2275100,48275000,37038000,25179000,20651000,0,18756000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0197,22436000,30036000,30967000,0,23451000,0,12316000,18707000,19355000,0,0,3658100,18136000,24787000,0,10522000,0,9566900,0,0,12933000,0,0,4150300,11376000,13081000,0,13082000,12004000,17310000,17091000,17687000,17219000,12105000,44768000,0,23511000,5974600,18847000,0,3901500,0,21785000,30521000,24981000,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0200,14871000,18541000,10599000,9739000,4579800,5519100,6401700,17004000,3272400,0,0,2653500,16184000,9808000,0,14529000,13517000,0,15864000,7634200,10767000,859510,43052000,2809800,22152000,3422800,0,34723000,10341000,4117000,0,0,10107000,8139900,16106000,8415300,13206000,0,24935000,6801800,0,4023100,13057000,50806000,10651000,0,2614300,9752500
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0203,27777000,27960000,23243000,13532000,29781000,13071000,19815000,31586000,23613000,0,20712000,0,25426000,23135000,18228000,11842000,23331000,12876000,22880000,19734000,19781000,0,23422000,5884700,17183000,17464000,0,17100000,17848000,28003000,24964000,16952000,27841000,12111000,26815000,19272000,0,0,14272000,17125000,0,0,31375000,27982000,16806000,16628000,0,23058000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0206,11341000,9450000,0,0,0,0,0,0,7171500,0,0,0,0,14172000,0,0,0,0,0,0,0,0,0,0,24726000,10722000,0,0,0,0,0,0,0,0,0,0,16653000,0,11202000,0,0,0,19734000,17811000,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0222,117600000,92031000,104440000,55703000,153050000,60556000,81398000,113320000,114550000,29184000,82571000,11212000,89414000,90285000,58761000,41096000,96274000,44972000,95765000,94162000,80605000,4707300,101940000,15481000,94399000,48319000,51988000,76774000,102580000,97369000,120610000,74307000,93424000,52742000,109200000,77595000,82359000,27371000,60868000,54837000,11161000,19457000,114340000,119670000,65608000,74893000,5568300,61825000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0227,175300000,21426000,294810000,90036000,311830000,36213000,75532000,167760000,184980000,0,280780000,0,168770000,217610000,134800000,16279000,259370000,92820000,364000000,182880000,146870000,0,269310000,0,45087000,64007000,0,257760000,112480000,222200000,311410000,221890000,138880000,162760000,483410000,131600000,237870000,0,39772000,166740000,823090,0,315730000,162100000,88746000,188240000,0,108220000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0228,44396000,25667000,46318000,22349000,55249000,27675000,0,51392000,49894000,0,45904000,0,27856000,44531000,35678000,19289000,56728000,16378000,42969000,47731000,45072000,0,60017000,1539200,49615000,27865000,0,36428000,35001000,42790000,45318000,45905000,42104000,32905000,60038000,53053000,45132000,0,32239000,29436000,0,0,66857000,48236000,32730000,39110000,0,40516000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0231,0,19704000,0,0,0,0,0,0,0,0,0,0,0,25288000,0,11431000,0,0,0,0,9681500,1778200,0,0,0,12101000,0,0,14858000,0,12872000,0,0,0,0,0,0,0,0,0,0,0,0,20211000,17669000,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0233,0,10886000,0,0,0,0,0,0,7125500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6358000,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0234,0,17185000,0,0,0,0,0,0,0,0,0,0,0,0,0,6064800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9480000,0,0,0,0,0,0,7574900,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0238,15181000,10346000,0,0,0,0,0,12562000,0,0,11573000,0,14956000,0,0,0,16610000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7668300,0,0,8049300,0,10481000,0,0,0,0,17006000,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0244,14421000,35023000,48903000,10091000,58677000,8359300,0,23521000,31375000,0,0,6919100,14327000,30715000,28686000,7451600,41529000,9425800,21606000,16405000,16227000,1373600,18930000,3204400,14568000,0,11942000,13538000,17304000,17715000,0,17749000,25471000,11642000,17303000,17149000,16546000,0,13309000,22506000,1617200,3015000,25567000,20863000,0,32364000,1269500,13702000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0255,0,14504000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16124000,0,0,0,36655000,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0257,141280000,130680000,315260000,117310000,255580000,116670000,156020000,319730000,321490000,0,307040000,0,184310000,230760000,161090000,61922000,261010000,135770000,246850000,214210000,184010000,2140800,227590000,0,150160000,75131000,0,207380000,208820000,169060000,213630000,247260000,120150000,157320000,277720000,208370000,209960000,0,98016000,152390000,0,0,219900000,226140000,148080000,196070000,0,138440000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0268,27945000,26192000,31306000,18449000,0,0,18448000,37116000,33505000,0,26325000,0,0,36945000,17262000,13541000,19250000,0,27172000,25652000,0,0,25014000,0,0,0,0,29678000,27104000,30111000,29556000,33502000,23350000,18340000,0,0,22510000,0,19132000,16139000,0,0,38616000,37405000,23694000,0,0,24181000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0333,14829000,0,10910000,7128600,26093000,0,0,14253000,12206000,0,19109000,0,9062600,15340000,8707200,0,15574000,0,16564000,13253000,10206000,0,0,0,0,6922400,0,9717900,0,0,13078000,9456500,16705000,0,0,0,10605000,0,0,6745300,0,0,15810000,13911000,11101000,15872000,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0334,0,0,0,14118000,44785000,0,13004000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13250000,0,0,0,0,0,13581000,0,0,0,0,0,0,0,0,0,0,0,0,0,11669000,0,0,17985000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0363,19804000,0,54635000,0,90294000,0,8876500,35998000,56253000,0,75188000,0,55157000,0,9999700,0,70076000,0,77958000,22657000,0,855190,76336000,0,0,0,0,0,51189000,36439000,86050000,0,0,5537900,40920000,0,20663000,0,0,12748000,0,0,64277000,51388000,0,74264000,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0370,994130000,8474200,1619200000,116760000,3949700000,380180000,62883000,3180100000,1239400000,0,2580200000,0,1988400000,544070000,2817400000,0,3244700000,882750000,2817900000,2804300000,1382200000,0,4365700000,6451500,293060000,104110000,0,1192800000,1753700000,892870000,2991300000,1772300000,1005800000,196230000,6161300000,1525300000,1021300000,13747000,0,260580000,0,0,895060000,800750000,115450000,1261600000,0,106460000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0414,8776500,47563000,4907200,9554900,0,10019000,0,0,7476800,0,12437000,4599900,0,12526000,9787600,0,0,0,0,0,0,0,0,0,20775000,5678900,0,0,0,0,0,0,0,9376300,0,8429600,6675200,0,25480000,8957200,0,0,10971000,21826000,7696500,0,0,10703000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0443,11700000,18897000,19448000,13045000,0,12355000,9841500,0,0,0,0,5324200,0,11896000,11111000,0,0,0,0,0,13320000,0,0,0,11780000,0,0,12644000,0,0,0,10895000,0,0,0,12894000,0,0,0,12195000,0,0,0,0,13661000,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0459,17255000,27600000,24384000,12522000,26427000,14587000,10606000,26220000,15100000,0,17394000,3578200,15941000,21061000,16638000,11498000,20823000,7265800,11865000,14396000,15963000,1736800,21755000,3501700,12342000,0,0,18194000,14884000,24527000,26495000,17585000,33202000,14845000,0,13279000,16087000,3394300,17747000,12151000,2329200,2999000,28752000,13654000,18072000,22607000,1416400,16673000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0462,20026000,24966000,20869000,12244000,0,0,16406000,20826000,18726000,0,0,0,22048000,18765000,0,0,0,0,0,12393000,5998500,0,22083000,0,16203000,0,0,10129000,17583000,0,0,0,22353000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0480,24821000,37574000,27801000,15648000,31676000,14286000,19125000,20174000,24490000,0,19010000,5880300,20352000,20800000,17317000,17532000,22492000,14596000,23029000,22831000,19400000,6341500,24378000,1625300,18552000,18566000,10843000,21538000,17112000,30354000,23327000,20995000,32789000,17866000,36561000,19575000,18063000,0,21883000,10133000,6741600,4457100,42880000,30895000,13088000,23009000,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0493,14076000,34980000,9243000,0,0,0,0,13434000,11770000,0,0,0,11011000,0,0,0,0,0,0,0,0,1356800,0,0,0,22851000,0,0,0,11503000,0,0,0,0,0,0,0,0,13962000,0,0,0,0,14833000,13138000,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0519,29319000,26079000,74270000,8958800,68179000,10963000,0,50183000,49593000,9370500,47249000,9774300,28468000,38327000,33738000,27747000,54250000,22746000,28904000,51645000,28138000,7256200,45503000,0,10994000,0,0,41197000,43448000,26749000,65670000,52018000,30485000,13261000,53771000,28550000,43567000,0,36955000,0,3554700,0,56806000,40735000,0,50701000,7133200,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0523,2927500,10111000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393280,0,0,0,0,0,0,0,0,0,0,0,0,1688700,0,4680100,0,0,0,0,6852200,0,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0540,24983000,16971000,18930000,10524000,23208000,10788000,14817000,15516000,29907000,11468000,13722000,0,22341000,25994000,14284000,10298000,19822000,0,18163000,17647000,0,0,0,907430,14624000,11886000,0,15161000,17067000,20652000,22452000,11745000,24003000,12854000,31223000,0,21886000,0,0,0,0,0,32318000,23823000,13320000,17431000,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0543,20795000,22236000,30681000,19618000,28077000,18095000,37641000,28682000,24867000,0,22384000,2856400,0,37495000,22052000,12708000,19205000,23140000,27907000,27382000,19560000,2759100,21115000,2912200,26000000,39960000,0,26690000,36672000,0,24740000,21810000,0,18852000,0,30651000,21785000,0,23865000,17441000,2206100,4143900,0,50732000,31907000,33334000,2508000,25694000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0544,14616000,14474000,24182000,0,25567000,0,19081000,0,22843000,0,0,0,21670000,11120000,0,7188300,0,0,0,0,0,2184600,0,0,21210000,0,0,0,0,0,0,16807000,12215000,0,0,0,14191000,0,8167600,0,0,1920600,0,18028000,16325000,0,0,0
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0563,43601000,17768000,50233000,0,64372000,0,0,33766000,34475000,0,39812000,0,31865000,17987000,26325000,0,46503000,17408000,43243000,41088000,21301000,0,44555000,5093700,14525000,0,0,27024000,27683000,27119000,51550000,28916000,28498000,0,57190000,20368000,28427000,0,12631000,0,0,0,0,38963000,20174000,47570000,0,14928000
p_Actinobacteriota_c_Coriobacteriia_o_Coriobacteriales_f_Coriobacteriaceae_g_Collinsella_s_Collinsella_aerofaciens_G|bin.133,LCOG0589,0,22070000,21636000,0,30769000,0,15482000,30291000,16749000,0,18680000,0,19277000,0,0,9880200,0,0,17375000,0,0,0,16696000,0,0,0,0,16472000,16597000,0,22301000,0,0,11364000,0,0,15704000,0,18941000,0,0,0,29460000,23908000,15932000,36967000,0,0
