Genome,OG,DC.M.48.1,DC.H.48.1,NZ.H.48.1,AZ.M.48.1,NZ.M.48.3,AZ.L.48.1,AZ.M.48.2,PR.L.48.1,NZ.H.48.2,CP.L.48.1,NZ.L.48.3,CP.H.48.3,NZ.H.48.3,DC.M.48.2,NC.1D.48.1,DC.H.48.2,PR.L.48.3,PR.M.48.1,DC.L.48.1,PR.M.48.2,PR.H.48.1,CP.M.48.1,NC.1D.48.2,CP.M.48.2,AZ.L.48.2,AZ.H.48.1,CP.L.48.2,PR.L.48.2,PR.M.48.3,NZ.M.48.2,NZ.L.48.1,DC.L.48.2,AZ.L.48.3,AZ.H.48.2,NZ.M.48.1,NZ.L.48.2,DC.L.48.3,CP.L.48.3,DC.H.48.3,PR.H.48.2,CP.H.48.2,CP.M.48.3,PR.H.48.3,DC.M.48.3,AZ.H.48.3,NC.1D.48.3,CP.H.48.1,AZ.M.48.3
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0282,647850000,23932000,232380000,180880000,833130000,467660000,299040000,755900000,445900000,323960000,473320000,9880900,536760000,494150000,509260000,0,699270000,365130000,521070000,814540000,1009900000,0,778820000,0,989310000,189960000,828880000,389610000,699760000,510280000,490210000,755910000,333210000,214850000,276630000,475440000,158350000,390380000,51066000,595400000,0,0,665950000,707310000,213470000,387710000,0,383360000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0332,120010000,564670,73709000,11232000,149610000,61374000,27729000,94928000,124780000,0,127950000,0,59332000,95506000,42481000,4817200,87574000,68652000,101120000,72648000,145070000,0,124520000,0,70509000,7810700,0,99807000,93143000,96479000,75549000,110560000,96342000,438170,145570000,79514000,29227000,0,18387000,87277000,0,0,210180000,92003000,8541200,98767000,0,38398000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0335,32208000,0,27626000,0,0,23955000,23464000,30176000,24350000,0,73749000,0,33968000,35744000,19440000,14732000,37772000,18433000,78958000,0,27321000,0,27331000,0,32905000,12577000,0,23541000,0,0,0,0,0,0,0,29239000,20713000,0,23900000,23548000,0,0,88259000,57607000,4550600,30274000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0370,41343000,0,74478000,0,90656000,0,0,67974000,66601000,0,61923000,0,74073000,36354000,45488000,0,66325000,48111000,46521000,53624000,28042000,0,0,0,0,0,0,43180000,0,42755000,68670000,58854000,0,0,70661000,51440000,76803000,0,0,0,0,0,37862000,0,0,67967000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0416,30527000,0,37350000,0,54175000,22172000,0,38567000,32718000,0,54806000,0,19231000,33480000,0,5620300,53595000,18226000,52833000,22404000,37605000,0,61768000,0,0,0,0,0,51122000,33277000,26400000,31032000,26553000,0,65587000,28843000,0,0,7936300,17220000,0,0,52057000,43522000,0,42215000,0,13208000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0462,17484000,0,9337700,0,0,10838000,0,16525000,15288000,0,0,0,14153000,15971000,0,0,15167000,10120000,15842000,12012000,20472000,0,0,0,10968000,0,0,0,13014000,15023000,14349000,11113000,11361000,0,0,13899000,9563300,0,3065000,12269000,0,0,38182000,19551000,0,11415000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0480,57852000,7453100,45005000,17505000,56394000,30845000,15485000,39765000,52900000,5199500,60627000,2300300,48385000,82916000,32288000,3568900,39723000,31068000,69435000,37176000,127810000,0,35233000,1454100,23132000,0,0,46348000,44673000,57315000,35912000,56995000,58666000,15938000,54771000,58159000,40612000,0,9201000,48502000,0,0,130610000,87479000,8576700,43066000,0,20077000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0492,38049000,0,41808000,9731600,49582000,24932000,16225000,36596000,45086000,0,55690000,0,48714000,51167000,26074000,3183800,46857000,35696000,52883000,36019000,53390000,0,49876000,0,49395000,0,0,41367000,49043000,47588000,46047000,34161000,41438000,0,75953000,48662000,32707000,0,12189000,39837000,0,0,111160000,42882000,0,37171000,0,14123000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0493,23570000,8124100,20228000,0,23673000,10225000,13042000,18206000,16639000,0,21965000,0,13939000,25823000,14792000,2079200,28515000,14360000,19713000,20629000,28817000,0,18628000,0,16581000,0,0,17134000,17230000,20592000,0,23028000,23024000,6218800,18387000,18794000,11586000,0,7020300,24144000,0,0,38184000,20440000,0,0,0,15266000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0519,5705600,0,0,0,0,0,0,0,0,0,0,0,0,5559300,0,0,0,0,0,0,9336100,0,0,0,5761000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6599300,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0522,25526000,11091000,21067000,0,0,28884000,0,25011000,34500000,0,29991000,0,18097000,33930000,20309000,24245000,38782000,29010000,36220000,27560000,33496000,0,30314000,0,29226000,0,0,32541000,23469000,24031000,17387000,25258000,23420000,19599000,26842000,29015000,24024000,8600200,36914000,32853000,0,0,64242000,32263000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0532,9348200,0,0,0,0,5797100,4969500,0,15807000,0,9109600,0,0,12969000,0,0,5973600,0,20115000,6788500,0,0,0,0,6767300,0,0,0,0,6615900,5074700,8618000,6018300,0,16962000,8147700,5125600,0,0,5768000,0,0,20447000,9477300,0,7300500,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0543,14886000,0,8495000,0,24624000,0,4605300,0,10323000,0,9054500,0,6348900,10884000,0,0,7133400,7917400,10628000,0,15135000,0,11218000,0,9040900,0,0,11873000,0,13018000,8179400,0,9718400,0,18655000,6599800,8382000,0,0,7629100,0,0,31813000,12753000,0,10562000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0544,25113000,0,0,0,13930000,20808000,0,14774000,13081000,0,13269000,0,11522000,19697000,11513000,0,11425000,11525000,10529000,12166000,18105000,0,15695000,0,11717000,0,0,9816600,11637000,0,12604000,11660000,13292000,0,20145000,10052000,9720600,0,0,0,0,0,18791000,11866000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0593,14096000,0,0,0,0,12466000,0,0,17357000,0,14735000,0,13250000,13160000,0,0,13175000,12465000,15708000,11392000,14845000,0,12112000,0,16099000,0,0,0,11279000,15028000,8750600,13546000,12259000,0,0,10936000,0,0,0,11638000,0,0,19993000,18373000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0624,26020000,0,17602000,0,23310000,15492000,0,18386000,37588000,0,18341000,0,17458000,20780000,17829000,0,22798000,17342000,34335000,28446000,22395000,0,22649000,0,25534000,0,0,22263000,19838000,26439000,23175000,23126000,27879000,0,0,23817000,0,0,0,0,0,5875200,50711000,20686000,0,23529000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0673,0,0,0,0,0,0,0,12049000,11791000,0,0,0,0,0,0,0,0,0,0,0,0,0,11406000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG0674,132080000,81454000,93919000,38891000,140540000,129490000,49422000,108430000,138750000,5252400,106890000,512890,64036000,168380000,54972000,20447000,102730000,73417000,182080000,93289000,227280000,639840,127080000,282410,109330000,35309000,14406000,115020000,106600000,110810000,97353000,116650000,153720000,32785000,180330000,95310000,40608000,6424800,76646000,123040000,278230,545510,312330000,185170000,31326000,136490000,0,49456000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1063,32372000,0,15919000,3741900,35838000,16657000,11476000,17151000,26562000,0,31298000,0,24127000,24661000,10293000,2188800,17647000,16191000,33489000,15907000,23951000,0,15833000,0,17781000,0,0,19268000,15810000,24630000,25489000,12929000,21067000,0,55204000,23520000,16680000,0,6461800,14071000,0,0,49077000,31298000,0,0,0,3860200
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1115,72490000,13013000,48913000,13191000,88948000,68874000,0,49446000,51032000,0,55872000,0,63341000,75977000,44825000,19703000,47612000,45648000,75577000,56482000,59421000,0,65508000,0,53737000,0,0,54060000,49975000,63290000,73410000,52752000,57202000,0,92640000,51552000,45861000,0,50662000,51896000,0,0,113090000,101860000,0,60724000,0,31099000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1129,11100000,0,7276000,0,0,8322100,0,11180000,7630200,0,0,3501300,6986400,0,3634500,0,12667000,0,10794000,11368000,4836600,0,0,4630000,12274000,5965500,0,0,9559400,9360900,9001700,0,0,0,11472000,0,0,0,0,0,0,1577200,8853800,9623500,0,8811600,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1132,0,0,17794000,117460000,126910000,0,0,0,0,524510000,227010000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212940000,0,0,0,85952000,0,139660000,0,148090000,0,0,196680000,0,0,0,0,63028000,52351000,0,121540000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1155,11976000,0,0,0,0,20195000,0,0,0,0,0,0,13728000,14402000,0,0,15064000,0,0,0,23463000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1164,22273000,0,0,0,0,14406000,0,16282000,0,0,8436700,1826400,0,36877000,9991300,0,0,12260000,0,24410000,25915000,2394500,0,0,14083000,0,0,19082000,0,0,0,17802000,0,0,0,21281000,9898900,0,12281000,19671000,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1168,24018000,0,16357000,0,38130000,20911000,12200000,28293000,25179000,0,0,0,36321000,28452000,19963000,0,39661000,19092000,23891000,23737000,25567000,0,21087000,0,24331000,0,0,20339000,22396000,20051000,0,25200000,0,17689000,40295000,23953000,22828000,0,0,23106000,0,0,47794000,23827000,0,0,0,23785000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18990000,15366000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1185,5593800,0,0,0,0,4699000,0,5434200,4222600,0,6015700,0,3633300,6646700,0,0,0,0,0,0,16201000,0,0,0,0,0,0,4904300,0,0,0,5118800,0,0,0,0,0,0,0,5281100,0,0,5716100,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1228,44026000,0,9391800,0,13256000,11527000,0,6014700,24879700,0,12737000,0,20924000,39804000,8774600,0,0,0,12781000,11767000,20362000,0,13305000,0,20233000,0,0,0,0,9691600,11299000,11210000,11659000,0,23299000,10648000,0,0,8113100,9538700,0,0,42700000,13882000,0,10469000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1328,0,0,0,0,0,8875300,0,0,0,0,0,0,0,5939300,0,0,0,0,0,0,0,0,0,0,0,35352000,0,0,0,11661000,10356000,0,0,27336000,0,0,0,0,0,0,0,0,19419000,0,27179000,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1362,58633000,3711400,34839800,8952900,108161000,56519000,15595000,65744000,64344100,7326000,92190000,0,36662400,66277000,32059000,7554300,69213000,43770000,91829000,56389000,89087000,0,93485000,0,61342000,3745700,20757400,56667000,50135000,58912000,46246000,62351000,58890000,0,106600000,65604000,29098600,1321000,26377000,48982000,0,0,129081000,73097000,0,63445000,0,28790000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1363,23487000,7366700,10420000,0,26689000,20715000,5413600,17005000,29414100,0,49219000,0,27638500,31353000,8778800,6103400,43473000,23447900,36634000,35421000,32704000,0,26919000,0,31633000,0,0,28456000,46002000,35582000,27255000,14534000,23571000,0,22163000,34205000,6737300,0,9769700,28239000,0,0,45202000,31101000,0,17303000,0,6235900
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1396,245300000,36455000,169600000,27160000,195540000,97738000,76501000,100600000,237010000,120070000,166890000,0,183010000,178940000,97424000,18142000,176270000,113740000,203040000,103230000,236830000,0,156890000,0,129980000,0,0,107700000,153170000,147590000,138250000,119380000,147720000,5416800,141550000,111700000,104790000,131540000,86291000,157160000,0,0,462310000,209040000,7504900,124190000,0,65518000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1454,203505000,0,456051000,790900000,732000000,736940000,680260000,486960000,279782000,2779300000,668410000,0,360100000,672960000,486680000,0,649190000,599020000,457813000,562150000,491590000,0,581200000,38166000,903650000,329443000,3232500000,463880000,805810000,485980000,487690000,460420000,818910000,291470000,849730000,669089000,354190000,2383700000,0,405200000,0,0,425615000,226101000,360690000,638080000,0,1139680000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1506,14118000,0,9071100,6587200,14532000,11129000,0,11500000,15037000,0,11304000,0,9246400,13097000,14312000,0,0,4048500,12146000,11024000,0,0,11011000,0,12078000,0,0,8447300,12714000,12846000,10166000,13602000,9981300,4605400,0,0,0,0,0,0,0,0,15876000,11848000,0,12756000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1592,324470000,15714000,151430000,46897000,251370000,168920000,170090000,249540000,160800000,4504700,286640000,545110,167820000,204580000,124980000,21151000,222200000,53408000,216280000,197670000,250950000,0,299000000,844680,146860000,36907000,113240000,178820000,153940000,155460000,151250000,172150000,198700000,33546000,118190000,104060000,77959000,8537800,56805000,175430000,0,876170,269260000,293380000,16176000,168120000,0,162260000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1803,10895000,0,0,0,0,4806900,0,6767200,0,0,0,0,0,5206000,0,0,0,0,0,7240300,8036600,0,0,0,7815500,0,0,0,6821800,0,0,6794700,0,0,0,6223900,0,0,0,4800000,0,0,0,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1879,32812000,0,37418000,8093500,31819000,28867000,12158000,32079000,49726000,0,38441000,0,27330000,23850000,0,0,33635000,23686000,46785000,26097000,25311000,0,37321000,0,31757000,0,0,19613000,30113000,31430000,22099000,13836000,36740000,0,31653000,27203000,0,0,6863000,15071000,0,0,62499000,38163000,0,24207000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG1978,93531000,8637700,71099000,24732000,108830000,101180000,23913000,74923000,91216000,5408400,74645000,0,80163000,155560000,45966000,0,140580000,51361000,119320000,64174000,155880000,705600,67049000,6269800,113220000,7377200,0,52203000,61595000,68574000,69224000,58215000,91525000,12807000,96986000,87421000,44560000,14033000,21867000,46928000,0,1488900,203150000,100450000,0,63151000,0,28998000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG2234,26127000,0,23728000,6759400,36651000,28418000,8775200,29902000,27260000,0,37317000,0,18133000,29223000,21451000,5305700,32827000,24866000,40357000,32989000,31720000,0,31381000,0,24925000,0,0,25304000,30026000,33846000,20097000,27877000,37518000,0,49100000,28886000,17008000,0,13492000,18251000,0,0,44158000,33602000,0,28231000,0,16712000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG2355,16747000,0,6931900,4955900,14449000,10867000,7148700,0,5352400,0,7975900,0,8156100,13454000,3496000,0,7674800,0,11117000,0,10723000,0,11107000,0,10775000,0,0,0,13057000,9887700,7909800,12499000,13788000,0,0,15960000,0,0,10218000,5974700,0,0,21971000,10224000,0,9673700,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG2407,0,0,0,105450000,177390000,93683000,82566000,127480000,54891000,87891000,144720000,0,40016000,0,90520000,0,168940000,81778000,127770000,118790000,76903000,0,175170000,0,105620000,32195000,123850000,124340000,129210000,126280000,116690000,94346000,161370000,0,152840000,130350000,55224000,66270000,0,69340000,0,0,98787000,0,0,127360000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG2759,7343100,0,0,0,11340000,8373900,9773200,16983000,14357000,0,13086000,0,13499000,9185500,0,0,14616000,0,22981000,16593000,0,0,17053000,0,17966000,0,0,12544000,13491000,16955000,11383000,0,21377000,0,21207000,6725700,0,0,0,7793000,0,0,26860000,17681000,0,17666000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG2986,0,0,0,0,0,0,0,0,0,0,0,0,0,19811000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18950000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG3643,18078000,0,12084000,0,20233000,16226000,0,20407000,0,0,15313000,0,9267400,13528000,9814600,0,0,10040000,22781000,25807000,18165000,0,43140000,0,20919000,0,0,7050800,0,0,0,17593000,0,0,0,17968000,0,0,0,8118300,0,0,34756000,18185000,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG3682,0,5292200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8792200,0,0,0,0,0,0,0,0,0,23837000,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG3799,88431000,0,52576000,0,74566000,66189000,0,76053000,67755000,0,77367000,0,54231000,92362000,35965000,0,70631000,46477000,92810000,64908000,84828000,0,65522000,0,69376000,0,0,56096000,56919000,75800000,53844000,55426000,57957000,0,89997000,63992000,32638000,0,0,49727000,0,0,142100000,100540000,0,48159000,0,34995000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG4087,35681000,0,45223000,0,50059000,21264000,8716000,13771000,29823000,0,34175000,0,22495000,33440000,18756000,0,37175000,19193000,26833000,18327000,39648000,0,32688000,0,23562000,0,0,26343000,25974000,21537000,18937000,25365000,55780000,0,28204000,26916000,32815000,0,10437000,23504000,0,0,49937000,30175000,0,38506000,0,16174000
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG4109,26589000,20836000,19642000,0,25908000,23804000,10918000,14542000,23176000,0,18025000,0,22165000,27926000,21393000,11727000,16274000,15181000,30022000,21006000,21701000,0,22756000,1360700,25369000,9377200,0,16368000,23331000,20576000,13604000,22195000,33937000,6396900,25489000,0,27485000,0,0,32008000,2712400,0,42202000,25877000,0,14233000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG4166,122899000,0,85372000,41786300,128804000,97598000,0,129034000,74107000,8655500,52778000,6905700,59354700,117686000,52332000,0,51053000,78794000,111337000,129661000,132249000,3321900,86832000,0,120291000,0,0,67924000,39377000,107211000,104719000,91714000,107581000,0,92010000,49174000,17823000,0,10938000,78536000,0,0,196006000,72421000,0,76029000,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG4716,27197000,0,32509000,15433000,51496000,32994000,18509000,33183000,44822000,16547000,45465000,0,35197000,22372000,27188000,0,57458000,34533000,38385000,44457000,40938000,2431900,42519000,0,28913000,0,0,29680000,42836000,35337000,35658000,31112000,60125000,0,62929000,26572000,21257000,0,7765200,25074000,0,0,56815000,0,0,0,0,0
p_Firmicutes_A_c_Clostridia_o_Oscillospirales_f_Ruminococcaceae_g_Negativibacillus_s_Negativibacillus_sp000435195|bin.358,LCOG4865,40361000,0,22299000,0,40114000,18107000,11094000,26367000,24028000,0,20021000,9569900,23968000,23493000,9753000,0,21268000,14024000,38472000,15057000,38081000,8345700,23135000,0,23728000,0,0,16165000,25740000,24379000,18692000,16235000,23102000,0,40328000,24087000,10907000,0,0,20550000,0,2076700,69925000,31969000,0,0,0,0
