Taxon,Function,DC.M.48.1,DC.H.48.1,DC.M.48.2,NC.1D.48.1,DC.H.48.2,DC.L.48.1,NC.1D.48.2,DC.L.48.2,DC.L.48.3,DC.H.48.3,DC.M.48.3,NC.1D.48.3
MGYG000000032,LCOG0747,166391063,7012823,172875807.5,173573488,43220199.67,283847614.8,347335330.7,235145506.7,188109918.4,49984554,202664690,311106933.1
MGYG000000032,LCOG0761,3650698,1397679,6027655,4886296.75,680823,3458234,19799673,8664612.71,7783040.25,73161.5,9234048,20240854.85
MGYG000000032,LCOG0809,40671195,56837839,50883173.31,95968667,6656032,84581297,100635631,70597909,69177913.08,4342518,40086092.33,111724174
MGYG000000032,LCOG1012,79202534.83,20548518,210607949.9,49628288.5,33242954,88882939.5,54981041.33,58311540.82,67465864.25,48993512,52599913.17,117665164.4
MGYG000000032,LCOG1013,165838262.3,3723675,318226768.7,286247111,825102,455292695,621059528.8,424873044.6,460192680.5,1328713,216360435.3,512973157.8
MGYG000000032,LCOG1014,165838262.3,3723675,318226768.7,286247111,825102,455292695,621059528.8,424873044.6,460192680.5,1328713,216360435.3,512973157.8
MGYG000000032,LCOG1028,14311423,0,9664249,19300067,9197467,25021466,77227390,16118529,15273693,0,10065755,14140734
MGYG000000032,LCOG1080,45892026,0,57144709,81598987,9164608,134743904,162342577,94351282,46219810,0,48473778.67,147303229.6
MGYG000000032,LCOG1087,23771991,0,34396686,18709910,1489807,42430824,29174364,30602777,31154450,0,51060627,76532910
MGYG000000032,LCOG1088,168921801.3,92339419,152542416,81054556,41664237,188041059.5,159649313,76410081.38,81259060.33,80964381,124187326,280247120
MGYG000000032,LCOG1109,511421016,106569058,649524329.3,488041530,370081406.7,483475857,1078830445,619615427.7,437165384.7,179815009,440736828,680962475
MGYG000000032,LCOG1143,165838262.3,3723675,318226768.7,286247111,825102,455292695,621059528.8,424873044.6,460192680.5,1328713,216360435.3,512973157.8
MGYG000000032,LCOG1171,20269635,0,4976028,3268817,0,8568383,5334302,4185080,17665803,0,4997327,1375528
MGYG000000032,LCOG1319,14423829,14556932,35636845,44635513,7279598,15967268,17037329,41184137,24978198,10690777,4481635,49943125
MGYG000000032,LCOG1344,132740647,20519811,112576836,0,126894878,0,0,87058403,0,172685000.9,9521513,0
MGYG000000032,LCOG1454,96954342.83,20089054,233592214.7,97691752.5,31047986,107038070.5,74684170.33,75868850.07,93358602.25,45274899,61219674.17,156301331.4
MGYG000000032,LCOG1472,47944252,14346885,82642080,0,9107369.607,142232336,0,103818812,0,13779830,98638358,128909172
MGYG000000032,LCOG1473,9015624,0,11653960,8270440,0,15151992,21296143,13336142,2930596,0,12325945,14542736
MGYG000000032,LCOG1592,19532580.67,6024906,18707321,18532625.5,11330147,37042480,38367160.67,28815493.67,17169053,28299710,31615657.67,59367093.67
MGYG000000032,LCOG1609,106710587,0,137900963,96697251,36763441,129444328,160434245,104004153,102461853,0,113119572,99378907.69
MGYG000000032,LCOG1653,403116437,0,242002804,246091996,0,102317861,30880396,583998592,227694266,0,74632272,121780842
MGYG000000032,LCOG1762,293663695,0,163063759,215653500,2025606,133170519,3811796,226435019,146390149,0,256013782,254125828
MGYG000000032,LCOG1846,606272,0,1086906,1315448,0,1716774,4153234.5,770331,165259,0,0,2731244.578
MGYG000000032,LCOG1862,6154358,693214,2818861,5004539,0,1262378.5,41262954,14954569,5334749,293146,21108746.5,62720500
MGYG000000032,LCOG1866,824573846.3,37114929,686446715.3,440438590,51762769.71,680999972,670919865,759112754,507116624.1,48285031,770898684.5,560686863.8
MGYG000000032,LCOG1894,6188019,8853136,16988719,17679834,7386600,11155534,32182992,31063264,16573828,8392884,10307189,37137921
MGYG000000032,LCOG1918,431255641,0,370765311,442155851.5,87545582,342863121,459655819,323356444,260944427.6,0,358217481,329908805.5
MGYG000000032,LCOG1960,0,0,0,0,8192127.757,0,0,1442716,0,7547728,0,0
MGYG000000032,LCOG1975,11532222,0,7999789,12781921,0,31420969,49787187,28568806,6756144,2583637,15214210,26186762
MGYG000000032,LCOG2317,85147387,54676369,88652919.57,91268978,99490784,17990382,175295671,94613200,55187409,117958555,102238142,24502525
MGYG000000032,LCOG2326,64422156,48470187,94202179,76655239.13,34302804.6,198199547,125348036.1,131901646,55835862,46578545,127216580,25503357.7
MGYG000000032,LCOG2344,10826130,0,8894914,14856318,0,28690174,19003544,9649672,16039570,0,9862617,28179194
MGYG000000032,LCOG2391,0,0,0,865065,0,2045289,3516608,0,986743,0,4895571,13941973
MGYG000000032,LCOG2873,340232,6065578,0,4945875,0,2851991,6110149,7553034,1930066,0,14748193,6506927
MGYG000000032,LCOG2897,64307592,254295,69246149,67279590,10357981,116893149,137494890,111489275,84068593,7444647,64282206,116771003.97999999
MGYG000000032,LCOG2984,2576626,0,14310700,14211719,0,38813897,23242248,25364540,11236887,0,4075142,7868179
MGYG000000032,LCOG3118,68292145,0,88737305,79229484,272601,117312258,125856961,90611792,84922870.12,0,71664620,71711283
MGYG000000032,LCOG3383,97637214,0,104751729,38111594.25,33582231,41936956.33,30987990,51338663.51,24970088,396656,115888821,60702510.92
MGYG000000032,LCOG3411,6188019,8853136,16988719,17679834,7386600,11155534,32182992,31063264,16573828,8392884,10307189,37137921
MGYG000000032,LCOG3649,0,0,0,0,0,0,0,1096308,0,0,0,0
MGYG000000032,LCOG3705,98637299,0,77974787,76515565,0,70658631,85988319,64922560,79393218,0,53652667,64513834
MGYG000000032,LCOG3711,293663695,0,163063759,215653500,2025606,133170519,3811796,226435019,146390149,0,256013782,254125828
MGYG000000032,LCOG3804,11396536,0,25147350,15419759,2013866,24533142.33,48769846.5,37966276.5,22114143,0,8530026,1162062.263
MGYG000000032,LCOG3839,77609746,0,109270522,34601371,225654,170383218,172863780,134875887,78763973,0,81804848,126166313.2
MGYG000000032,LCOG3959,590434,4081677,491230.5,0,1558780.127,3731435,0,902012,0,0,2391499,2758569
MGYG000000032,LCOG4166,325346784.3,350290981,295280833.3,297861043,274626105.5,228917328.7,534811309,354275348.2,335057366.2,323981871,359074798.7,642493650.7
MGYG000000032,LCOG4231,6188019,8853136,16988719,17679834,7386600,11155534,32182992,31063264,16573828,8392884,10307189,37137921
MGYG000000032,LCOG4799,24042379,1346633,68227779,43789209,5531096,95542593.67,98837046,94149462,45347681,194470,27459589,130895470.6
MGYG000000032,LCOG5016,152820674.8,340969792,253616675.5,58859844.5,215750879,35290691.5,187931211.3,127829867.5,200045283.5,391754303,272408200,62872463.21
MGYG000000032,LCOG5263,450264021.1,45337612,335368167.2,327670207.9,70543559.5,245640052.6,519774930.8,311914858.3,299875079.1,108278049.9,426930192.6,474500383.7
MGYG000000032,LCOG5941,12009937,0,15955521.5,22906085.25,108212.5,53386550.25,45554666,25182583.52,8083331,0,15295743.5,64181340.04
MGYG000000033,6Z0NN,34845479.5,13533439,21937112.5,34638541.5,22318627,32058591,13637164,35612597.5,18199888,13945756.5,28350306,8306854
MGYG000000033,75K31,31394928.5,14286850,23652893.5,29675583,1166869,10499445,64404585,65134869,7297505,7514186,16502466.5,43450036.5
MGYG000000033,775TI,40298712.67,1655328,32150345.5,43892470,13765642,45741707,955017.5,37474398,40065616,32994603.33,28910483,5222871
MGYG000000033,LCOG0050,72054151.5,8282985.5,90791161,48660252.67,67962651.67,50375478,150770615.7,119689278,69529487,96224620,67085357.75,91163294.67
MGYG000000033,LCOG0052,511002454,111051245,634318014,422153852,102491389,875522470,0,404193487,460201497,467706494,321837435,0
MGYG000000033,LCOG0057,37293793,6479745,47034601,22634297,25883953,20935126,42941248,37944525,31301958,14453784,37931132,43497897
MGYG000000033,LCOG0058,132752256.7,107113981,83416535.67,44837464.33,10030980,174293659.5,33053803,35516326.33,71337586.67,8775821,147180974.7,48570380.33
MGYG000000033,LCOG0059,10600157,49165588.33,14437673,10964937,16385902,349163.3333,389914.5,349890.3333,1188115.667,29083326,0,403452.5
MGYG000000033,LCOG0088,515625043,205197974,290718216,349520345,175490342,234865687,404045272,384513255,149630772,130871205,460397132,289528009
MGYG000000033,LCOG0091,93874004.5,21720327,17388333,26002523,24694085,26602286.5,158047151,29788349,161084311,10778692,22462219,29657126
MGYG000000033,LCOG0092,73578950,101955477,160865304,85044165,87906337,198480300,90578596,50314664,46694507,25093089,69844357,93241109
MGYG000000033,LCOG0099,515283130,0,583179354,301000897,18847947,901594113,1052312764,651109933,244582267,15890222,175030942,882354420
MGYG000000033,LCOG0102,60577750,47021517,48843630,31010440,25917466,23434969,0,51250715,43626422,35831588,51983083,0
MGYG000000033,LCOG0126,0,3373805,0,569202,1248589,20636303,0,0,890502,1203800,8646520,21330351
MGYG000000033,LCOG0137,32796868,28077331,22937866,18991295,16734070,28125139,48205845,26441076,27604419,23471011,30239799,34165980.5
MGYG000000033,LCOG0149,54834651,24166891,49464095,41457632,974391,59514858,0,58980641,55143124,4603317,38460028,0
MGYG000000033,LCOG0166,102369,0,169252,1259747,1331553,0,0,0,371231,587681,0,172093
MGYG000000033,LCOG0222,4331757.5,1142582.5,2610801,11973584.5,5020414,9728211,8146022,7162151,3935411,7802887.5,6687110,9091133
MGYG000000033,LCOG0334,75466760,95810953.83,87783684,60521182.33,105963068.5,51558674.5,93842108,16547834,45864131.5,125691367,99833109.75,15529041.67
MGYG000000033,LCOG0443,2051447,10990918,2045080,2769914,7911195,7235942,2966065,2505920,0,8107226,1350188,856800
MGYG000000033,LCOG0480,36831449.5,0,48454829,34022451,116472,0,85233611,44944827,38855960,633078,55325726,0
MGYG000000033,LCOG0593,126980551,22417748,99521754,21425959,11084543,51639559,0,79697540,53002713,19664223,2102694,0
MGYG000000033,LCOG0776,1530930,40211773,1160175,0,1500845,0,0,0,0,0,930412,0
MGYG000000033,LCOG0782,130823881,113154515,128605286,135660809,80756788,183796169,215799048,156915578,169068215,67790509,153672533,197066033
MGYG000000033,LCOG0822,165294310,189641119.8,172671280,158334429.8,121314727,139233179,105709139.3,175281233,150738651,159271151.8,191012669,34417725.67
MGYG000000033,LCOG1028,20599430,5415983,23085632,32952622.67,10396414,503957,18556453.5,16085323.67,9448216,16882367,465199,0
MGYG000000033,LCOG1063,203631617,128660692,254402996,148905940,95301683,252107227,395937559,95556500,75592787,116339460,200436114,246632607
MGYG000000033,LCOG1274,582691367.5,168508588.5,208789548,218214835.2,156258044.7,211563763.3,987919279.5,184752232,414562163.5,146276837.2,176899022.5,190296384.5
MGYG000000033,LCOG1409,850058586.8,646618023,1035419713,1035719372,421422575,990806638.3,1818194946,1192048441,1175518837,533239183.6,887174668.4,1482307826
MGYG000000033,LCOG1454,117696047,225703519,123766534,187579051,121289133,198519103,150504146,137636857,141293382,159890578,161600754,201755682
MGYG000000033,LCOG1592,76306211,42907717,77682546,62780387,86709733,143462850,0,48350992,44740441,68873881,91206575,697341
MGYG000000033,LCOG1653,378925589,131665687,319636973,338171115,26218890,359488157,0,439357496,467272910,142312393,402823669,0
MGYG000000033,LCOG1882,433312600.7,832698049,528228846,290836378.7,676445334,521939758.3,560646048,437954286,258124630.8,899666940.3,527427204.9,584730076.3
MGYG000000033,LCOG3345,0,0,148805,167136,0,0,0,0,0,2465212,0,563865
MGYG000000033,LCOG3839,51047761.33,22257648,65903311.33,117034147.7,16305026,7241490,4039681.5,6010026.333,62048604.67,14571703,55108043,4638443
MGYG000000033,LCOG4577,211221735,19404510,213832354,260314260.5,6515722.5,398720669,532317070,247649284,320589661,5179229.5,171546420.5,373229767
MGYG000000035,LCOG0050,10346990,0,4693689.5,1322877.5,0,15365733,2055161.5,5280930,5448089,0,15005645,15436784
MGYG000000035,LCOG0085,44688813,0,57332667,56740041,0,66306475,81144524,56072687,43011314,0,47178432,70744682
MGYG000000035,LCOG0093,7951001,0,7963801,7556368,0,0,17169808,7751840,6738428,0,213716505,347240
MGYG000000035,LCOG0149,44861440,0,39005808,20927679,0,55315363,50022611,45108862,18363150,0,52977104,43649974
MGYG000000035,LCOG0162,10255961.2,0,29030743.2,87475513.4,0,85766320.65,425610358.5,113346485.1,43473145,0,20379177.09,297615248
MGYG000000035,LCOG0171,137456584,0,98779774,126547360,0,260429522,174620957,179136569,170352445,0,124486246,196226048
MGYG000000035,LCOG0176,0,0,0,0,0,77789426,62587869,0,0,0,70028531,0
MGYG000000035,LCOG0334,22489516,0,17862813.5,4605602,0,23443455,3877213,7900614,11664600,0,29429460,14425567
MGYG000000035,LCOG0357,31542518,0,36266543,39822500,0,49914313,83672719,62657584,44307426,0,26641610,0
MGYG000000035,LCOG0388,137456584,0,98779774,126547360,0,260429522,174620957,179136569,170352445,0,124486246,196226048
MGYG000000035,LCOG0399,8586549,0,7643008,1728080,0,7418200,13078313,1036341,172356,0,11485121,13681173
MGYG000000035,LCOG0444,853111,0,135274,0,0,1896230,774793,2128587,137121,0,663620,419295
MGYG000000035,LCOG0480,15840770,0,9983207,11585866,0,37122176,22604766,18042477,20908499,0,12544657,24834022
MGYG000000035,LCOG0566,0,0,0,0,0,671351,0,0,0,0,37677,0
MGYG000000035,LCOG0674,64504824,0,36822216,2877831,5588972,26219845,7461102,14049719,8893349,0,44179255,16782479
MGYG000000035,LCOG1012,125658243,0,123723638,116083239,0,219227965,178492839,95878480,70296997.5,0,126184712,167859888
MGYG000000035,LCOG1013,64504824,0,36822216,2877831,5588972,26219845,7461102,14049719,8893349,0,44179255,16782479
MGYG000000035,LCOG1014,64504824,0,36822216,2877831,5588972,26219845,7461102,14049719,8893349,0,44179255,16782479
MGYG000000035,LCOG1028,16463826,0,20121859,12947236,0,8225585,24129851,20138451,14928141,0,12850882,1485960
MGYG000000035,LCOG1131,207168628,0,155469907,0,1691727,61434144,47594896,0,0,0,151488072,57852543
MGYG000000035,LCOG1143,64504824,0,36822216,2877831,5588972,26219845,7461102,14049719,8893349,0,44179255,16782479
MGYG000000035,LCOG1193,30350782,0,33346144,26139812,0,49496004,57182695,31124542,1932600,0,37999367,74305865
MGYG000000035,LCOG1277,81238119,0,84908244,105779648,0,109907186,101013494,73176448,64167294,0,72811457,88843734
MGYG000000035,LCOG1454,125658243,0,123723638,116083239,0,219227965,178492839,95878480,70296997.5,0,126184712,167859888
MGYG000000035,LCOG1850,137325732,0,174668271,103849533,0,159863405,135869869,105472798,122540840,0,116519932,113797186
MGYG000000035,LCOG3363,102038835,0,168445266,136199578,0,177260499,259275525,175288891,181760637,0,122341190,180105600
MGYG000000035,LCOG3959,0,0,0,0,0,15732817,0,0,0,0,24692100,12241042
MGYG000000035,LCOG4992,94842157,0,79817465,33616601,0,80338028,58902675,72369705,19418663,0,93162083,77293744
MGYG000000039,738MH,25849135,0,21538582,20299747,12387440,24563131,18995772,10548599.09,6815357,11810579,21318140,10917441
MGYG000000039,775TI,12408214,0,8626007,605960,0,5053607,4875630,4099904,2754545,0,11387282,988981
MGYG000000039,LCOG0046,786178232,0,1010578318,918733122,326054623,1212406864,1498483645,402445929.8,976644385,331007325,1040786998,1351140036
MGYG000000039,LCOG0047,786178232,0,1010578318,918733122,326054623,1212406864,1498483645,402445929.8,976644385,331007325,1040786998,1351140036
MGYG000000039,LCOG0050,63368965,0,52783468,66912929,0,64456019,66249992,59339841,60340276,0,67674138,30359216.76
MGYG000000039,LCOG0126,34050280,0,61081292,17612058,4802426,77381600,80234218,60675060,13991052,0,64836666,54554536.44
MGYG000000039,LCOG0334,20620646,0,27872207,7147493,1997000,218920833,10974441,10355922.52,6055939,899658,68086657,21941504
MGYG000000039,LCOG0370,954586,0,0,0,0,40750756,36891517,0,0,0,3141816,28327857
MGYG000000039,LCOG0416,910690749,0,732648042,971543118.3,139091615,621708268,1110635384,600556984,585851495,0,763730034,477663731
MGYG000000039,LCOG0709,33142158,0,19836781,30208032,7254036,82846867,46974392,26472628,28564169,0,21341713,52532260
MGYG000000039,LCOG0800,78629221,0,85936649,58470784,53353659,41002986,93378401,97111251.99,73780226,3011727,74482823,44567494
MGYG000000039,LCOG1250,13910731,0,17333961,11647832,0,18212534,15762885,15240710,6295988,0,16407897,14464773
MGYG000000039,LCOG1264,25849135,0,21538582,20299747,12387440,24563131,18995772,10548599.09,6815357,11810579,21318140,10917441
MGYG000000039,LCOG1454,40788053.2,108944042.8,40404684.82,32802219.13,50382245.35,97903658,78136483,63969684,49802569,86300223.94,99605112,74478733.57000001
MGYG000000039,LCOG1638,4935421,0,0,0,0,31645750,16776909,15698623,0,0,1611676,0
MGYG000000039,LCOG1783,6584360,0,0,1751159,0,10738188,9426807,8587489,9136140,0,12821664,9965575
MGYG000000039,LCOG1883,184730627,0,230954241,0,0,309758318,393682200,289663910,0,0,316766507,6223014
MGYG000000039,LCOG1966,31084076.07,21976075,29298770,66405595.25,41182203.81,41135855.15,25043849,24751712.8,19073112.33,32222351,26334724.25,31023601.9
MGYG000000039,LCOG4166,0,0,0,0,0,14355395,0,0,0,0,10291061,17247962
MGYG000000039,LCOG4690,235506116,0,249793448,90168074,0,171310840,148619680,179872157,114071592,0,128826601,160243712
MGYG000000045,LCOG0050,86150639,153647707,141172900,37583003.5,243350483,58728786,49513929,28477407,88270168,0,2778188.992,117747994
MGYG000000045,LCOG0057,0,1246193,235632,699686,0,5621831,7603347,471342,1492781,0,3183553.942,0
MGYG000000045,LCOG0086,149032277,122122551,253298918,152411104,92841086,160523647,146748774,95556500,74396606,106611828,40696023.58,76827356
MGYG000000045,LCOG0173,83969159,62817596,105362509,62675500,82952441,138202221,98316644,76163583,60765814,54685545,85200625.51,97551712
MGYG000000045,LCOG0334,45258580,15322677,54863597.04,30562129,15449884,41455101,39126605,39793290,27902598,23953802,39633459,47664876
MGYG000000045,LCOG0696,13769777,0,11213410,13259369,0,26656759,22773725,10688198,15241111,0,16965650,24048937
MGYG000000045,LCOG1455,22252123,21658181,18558048,35470422,1260000,7211929,8670338,9246315,3200284,1333277,14004499.48,1878401
MGYG000000045,LCOG1827,70922178,0,76659104,73213583,0,123174031,98834704,59713227,65957358,0,36976538,86312614
MGYG000000045,LCOG2205,21775164,0,7644459,19047820,0,28160610,59255652,27320255,35414447,0,19130295,371251
MGYG000000045,LCOG2805,306171714.7,28523459,342536270,339209798.5,14740763,256904269,701843649,398819269,608278868,14598925.96,159715360,207999941
MGYG000000045,LCOG3968,83255654,0,95043280,116393488,0,98101180,99647751,82343530,68122920,0,91298746,91324277
MGYG000000045,LCOG4932,29904822,0,25948928,208203511,0,353416038,183893186,29400532,194087079,0,220037715,430868118
MGYG000000046,LCOG0008,127945649,48438387,107124924,191716410,8570015,230622280,198869894,133724809,83826933,13508275,112134264,202842014
MGYG000000046,LCOG1014,6148626,56911,2873728,2095240,400693,4946543,8072075,983283,2633435,0,7572211,5915610
MGYG000000047,LCOG0057,49694387,24337120,46150790,37655892,26217849,19339580,0,38833628,36981277,46788228,57420864,0
MGYG000000047,LCOG0183,0,24561741,1519373,0,3467964.681,0,0,0,0,17866597,8607666,0
MGYG000000047,LCOG4468,116655386,104045238,89656865,0,66319528.01,112930852,0,150165290,0,60197920,151168824,121109424
MGYG000000050,6Z12K,21424118,4624116.497,15248734,0,0,0,0,0,0,2145634,19268002,0
MGYG000000050,LCOG0050,161582543,24294478.09,129212507,0,154837251,0,0,0,0,183281197,137700368,0
MGYG000000050,LCOG0176,0,1549696.129,0,0,0,0,0,0,0,0,0,0
MGYG000000050,LCOG0205,27616560,116317029.3,24613470,0,57569591,0,0,0,0,69810593,29060311,0
MGYG000000050,LCOG0459,0,13532548.29,0,0,0,0,0,0,0,88461,0,0
MGYG000000050,LCOG0544,11527608,19937808.61,745737,0,8362586,0,0,0,0,11015195,11738419,0
