Genome,OG,DC.M.48.1,DC.H.48.1
MGYG000002478,6ZRIR,367740864,122866247
MGYG000002478,70YCB,225631146,36260390.95
MGYG000002478,717G5,971194362,1286914669
MGYG000002478,73C6K,8146406,0
MGYG000002478,75K31,341559443.1,42381750.33
MGYG000002478,775TI,908480913.4,352412474.5
MGYG000002478,77YCF,287736347.9,105614023
MGYG000002478,787DK,137730864.4,228568965.8
MGYG000002478,LCOG0006,28751650,48605565
MGYG000002478,LCOG0008,2645093,269464
MGYG000002478,LCOG0013,103484009,36548601
MGYG000002478,LCOG0015,11980252,2408679
MGYG000002478,LCOG0016,477184009,0
MGYG000002478,LCOG0017,91253868,22724068
MGYG000002478,LCOG0021,38717489.73,23171999.67
MGYG000002478,LCOG0034,2388301,22780531
MGYG000002478,LCOG0039,154285232.8,41484852.21
MGYG000002478,LCOG0046,334335343.5,150507600.1
MGYG000002478,LCOG0047,334335343.5,150507600.1
MGYG000002478,LCOG0048,173133,0
MGYG000002478,LCOG0049,14554482,30192785.45
MGYG000002478,LCOG0050,1125116985,464417173.8
MGYG000002478,LCOG0052,69196232.85,17828867.34
MGYG000002478,LCOG0056,11914471.53,1316859
MGYG000002478,LCOG0057,77980912,50377713.5
MGYG000002478,LCOG0058,2266292834,1733109019
MGYG000002478,LCOG0059,270439756,140663322
MGYG000002478,LCOG0072,78516298.58,209500060.7
MGYG000002478,LCOG0073,78516298.58,209500060.7
MGYG000002478,LCOG0080,31674373.3,22342073
MGYG000002478,LCOG0081,1138993390,1434114456
MGYG000002478,LCOG0082,52977802,0
MGYG000002478,LCOG0086,341048627.7,143639004
MGYG000002478,LCOG0087,209945408.5,330233584.3
MGYG000002478,LCOG0088,368868019.4,188619551.6
MGYG000002478,LCOG0090,434912413.4,178188990.2
MGYG000002478,LCOG0091,65533555,69945585.47
MGYG000002478,LCOG0092,339418611.5,116918051.3
MGYG000002478,LCOG0093,757644419,790566448
MGYG000002478,LCOG0094,365214330.6,135545035
MGYG000002478,LCOG0096,59458961.56,94399217.2
MGYG000002478,LCOG0097,14150124.33,42235149
MGYG000002478,LCOG0111,2252945177,514075796.4
MGYG000002478,LCOG0115,125295363.5,10619383
MGYG000002478,LCOG0116,288223437.7,0
MGYG000002478,LCOG0126,905632192.8,385856713.3
MGYG000002478,LCOG0148,54915492,11068576
MGYG000002478,LCOG0149,61289284.19,13373349.32
MGYG000002478,LCOG0150,467911776.4,20013245.2
MGYG000002478,LCOG0152,66135557,42831513.5
MGYG000002478,LCOG0153,406393009.7,974050856.2
MGYG000002478,LCOG0156,1480200019,158863405.7
MGYG000002478,LCOG0166,53116401,60066319
MGYG000002478,LCOG0173,278238799.3,91990945.25
MGYG000002478,LCOG0174,556796806.4,494611809.3
MGYG000002478,LCOG0178,353283362,0
MGYG000002478,LCOG0188,107565136,17338990
MGYG000002478,LCOG0195,28424942,0
MGYG000002478,LCOG0197,387827062.2,125650090
MGYG000002478,LCOG0201,162216663.7,240293283.8
MGYG000002478,LCOG0202,4580207,0
MGYG000002478,LCOG0205,47421031.37,7854658.333
MGYG000002478,LCOG0209,38601419,605181
MGYG000002478,LCOG0217,98951648.22,20593222.79
MGYG000002478,LCOG0222,38426585.5,3288726
MGYG000002478,LCOG0227,0,233406
MGYG000002478,LCOG0228,175890161.5,47704512.77
MGYG000002478,LCOG0246,377621906.5,304010362.5
MGYG000002478,LCOG0256,3992595.4,177317
MGYG000002478,LCOG0264,439636430,68440207.5
MGYG000002478,LCOG0280,1391097.25,4701609.212
MGYG000002478,LCOG0282,207685206.1,26844788.63
MGYG000002478,LCOG0304,2001507,0
MGYG000002478,LCOG0326,23290470,0
MGYG000002478,LCOG0329,315902753.4,26812341.9
MGYG000002478,LCOG0334,972179288.5999999,406841716.6
MGYG000002478,LCOG0335,73686351.83,0
MGYG000002478,LCOG0341,1430904790,224462044.5
MGYG000002478,LCOG0342,1430904790,224462044.5
MGYG000002478,LCOG0358,12129627,52648100.58
MGYG000002478,LCOG0363,403667167.6,229924367.3
MGYG000002478,LCOG0403,112257187.1,37658388.25
MGYG000002478,LCOG0426,190741315.1,3433854.667
MGYG000002478,LCOG0427,156452027,13475755
MGYG000002478,LCOG0436,5277780,0
MGYG000002478,LCOG0441,178024678.6,84527684.08
MGYG000002478,LCOG0443,412124661.2,168135107
MGYG000002478,LCOG0451,187257586.2,18315819.6
MGYG000002478,LCOG0458,830611685.8,725058264.4
MGYG000002478,LCOG0459,5022380,15901539
MGYG000002478,LCOG0461,100832817,57827522.5
MGYG000002478,LCOG0479,317576181.8,284876584.5
MGYG000002478,LCOG0480,288522739.8,94854467.47
MGYG000002478,LCOG0489,426475281.9,254161789.9
MGYG000002478,LCOG0504,87034838,0
MGYG000002478,LCOG0509,214377485.5,17604205
MGYG000002478,LCOG0514,169487296.8,3614058.4
MGYG000002478,LCOG0516,524976518.7,20127341.33
MGYG000002478,LCOG0517,524976518.7,20127341.33
MGYG000002478,LCOG0522,139129377.8,55152856.52
MGYG000002478,LCOG0524,10526143,100032494
MGYG000002478,LCOG0526,164133388.7,53148012.6
MGYG000002478,LCOG0532,104349785,10568358
MGYG000002478,LCOG0539,780087854,290840781
MGYG000002478,LCOG0545,110499556.6,50116732.79
MGYG000002478,LCOG0592,52744745,3571608
MGYG000002478,LCOG0612,3579807.125,617234.3333
MGYG000002478,LCOG0642,86158138,56680118
MGYG000002478,LCOG0673,134183367,89340729.33
MGYG000002478,LCOG0674,1037904081.8199999,145776990.7
MGYG000002478,LCOG0686,132011751.4,19569859.17
MGYG000002478,LCOG0738,0,0
MGYG000002478,LCOG0745,86158138,56680118
MGYG000002478,LCOG0760,248258798,94381701
MGYG000002478,LCOG0768,33630838.41,4399869
MGYG000002478,LCOG0776,360745403,179325227
MGYG000002478,LCOG0793,196434014.4,119193936.7
MGYG000002478,LCOG0803,4565391,0
MGYG000002478,LCOG0810,104349785,10568358
MGYG000002478,LCOG0811,9705444289,239371761.5
MGYG000002478,LCOG0822,292310866.5,44281862.32
MGYG000002478,LCOG0836,19247976,1826850
MGYG000002478,LCOG0841,272270347.5,183054476
MGYG000002478,LCOG0845,269847882.6,45254574
MGYG000002478,LCOG0849,184936534,0
MGYG000002478,LCOG1003,112257187.1,37658388.25
MGYG000002478,LCOG1013,1037042858,144629669.7
MGYG000002478,LCOG1014,1037904081.8199999,145776990.7
MGYG000002478,LCOG1027,48440098.99,1778033
MGYG000002478,LCOG1028,539504199.3,483428491.4
MGYG000002478,LCOG1044,1838483,0
MGYG000002478,LCOG1047,8921445,1490668
MGYG000002478,LCOG1048,61351343,0
MGYG000002478,LCOG1053,570766278.3,309449470.7
MGYG000002478,LCOG1077,226353657,0
MGYG000002478,LCOG1087,181102541.6,79743864.75
MGYG000002478,LCOG1088,22165158,9675017
MGYG000002478,LCOG1089,324749897.6,82131190.67
MGYG000002478,LCOG1109,243438914.2,123021412
MGYG000002478,LCOG1143,1080882058,170159602
MGYG000002478,LCOG1151,47140556,239100
MGYG000002478,LCOG1155,75632385,72858083
MGYG000002478,LCOG1185,99537239.73,15980639.67
MGYG000002478,LCOG1187,386170515.9,523747037.8
MGYG000002478,LCOG1190,5281993,4736844
MGYG000002478,LCOG1192,1473900265.6999998,1064150764
MGYG000002478,LCOG1209,141706819.17000002,26987064
MGYG000002478,LCOG1217,942520274.5,32829489.5
MGYG000002478,LCOG1260,834747325.1,810052457
MGYG000002478,LCOG1305,63943350.67,43963751
MGYG000002478,LCOG1436,6609492.714,7393958
MGYG000002478,LCOG1449,148479353.3,420680455.5
MGYG000002478,LCOG1454,465192661.4,799984412.7
MGYG000002478,LCOG1482,150882876,5380629
MGYG000002478,LCOG1506,30507776,31998113
MGYG000002478,LCOG1592,183983380.3,75368971.43
MGYG000002478,LCOG1596,157622429.5,1238019
MGYG000002478,LCOG1621,10150401,2328342
MGYG000002478,LCOG1629,6238093862,2037200511
MGYG000002478,LCOG1748,147990779.7,114221387.3
MGYG000002478,LCOG1805,594002162.8,348068913
MGYG000002478,LCOG1825,250695354.1,97953677.15
MGYG000002478,LCOG1838,1086455265,109637908.3
MGYG000002478,LCOG1862,17394641.63,6140715.857
MGYG000002478,LCOG1866,1117269825,464724898.9
MGYG000002478,LCOG1882,13109177,3663826
MGYG000002478,LCOG1884,744239095.4,275043327.1
MGYG000002478,LCOG1904,97009577.54,104403126
MGYG000002478,LCOG1932,1046295113,196344040.4
MGYG000002478,LCOG1940,347129349.4,145561331.9
MGYG000002478,LCOG1951,1086455265,109637908.3
MGYG000002478,LCOG2115,529440940.6,98447081.75
MGYG000002478,LCOG2120,226076228.6,121546363.9
MGYG000002478,LCOG2160,328838684.4,63809323
MGYG000002478,LCOG2185,744239095.4,275043327.1
MGYG000002478,LCOG2195,127861736,228796861.8
MGYG000002478,LCOG2207,0,0
MGYG000002478,LCOG2268,9718018,7937814
MGYG000002478,LCOG2407,1622248373,3375857695
MGYG000002478,LCOG2605,145990561.5,255117072.3
MGYG000002478,LCOG2731,57521305.25,9117079
MGYG000002478,LCOG2825,265730549.7,116884006
MGYG000002478,LCOG2871,409779730.5,300629289.8
MGYG000002478,LCOG2878,81833401.65,25529932.34
MGYG000002478,LCOG2885,2217884595,571364243.4
MGYG000002478,LCOG2931,161617965,123572913.3
MGYG000002478,LCOG2942,28420980,5250679
MGYG000002478,LCOG3147,191425938.8,26750982.6
MGYG000002478,LCOG3173,71941960,0
MGYG000002478,LCOG3185,185064400.3,6382292.667
MGYG000002478,LCOG3203,32133142.33,20319003
MGYG000002478,LCOG3206,426475281.9,254161789.9
MGYG000002478,LCOG3250,884755170.7,91546434.67
MGYG000002478,LCOG3266,136678252.7,59721337.67
MGYG000002478,LCOG3292,86158138,56680118
MGYG000002478,LCOG3408,106659018.2,59897554
MGYG000002478,LCOG3489,11648420,14200928
MGYG000002478,LCOG3525,220006428.41399997,96706827.6
MGYG000002478,LCOG3534,714645978.1,487747098
MGYG000002478,LCOG3537,54326184,4938701
MGYG000002478,LCOG3579,173535376.2,156539561
MGYG000002478,LCOG3637,2606063569,922967484.9
MGYG000002478,LCOG3643,132641359.1,444790196.5
MGYG000002478,LCOG3681,130706791,19540543
MGYG000002478,LCOG3712,1700793453,787434492
MGYG000002478,LCOG3774,57081801.5,0
MGYG000002478,LCOG3808,17194416.1,3883296.667
MGYG000002478,LCOG4198,10605279,0
MGYG000002478,LCOG4206,3283277462.7999997,1097260769
MGYG000002478,LCOG4232,432720517,127841616.7
MGYG000002478,LCOG4372,611563328.4,123164998.6
MGYG000002478,LCOG4409,1802516,0
MGYG000002478,LCOG4656,551423485,97421198.33
MGYG000002478,LCOG4771,797499962.6999999,323840345.82000005
MGYG000002478,LCOG4799,5005234,5091433
MGYG000002478,LCOG4806,420946338.8,44575834.83
MGYG000002478,LCOG4864,15066939,19167751
MGYG000002478,LCOG4946,196434014.4,119193936.7
MGYG000002478,LCOG5010,1211814983,302828433.5
MGYG000002478,LCOG5016,155701028,13616322.33
MGYG000002478,LCOG5297,264747688,0
MGYG000002478,LCOG5337,223766856.4,19482440
MGYG000002480,775TI,6294340,117410984.7
MGYG000002480,LCOG0018,0,0
MGYG000002480,LCOG0049,67245195,90512573
MGYG000002480,LCOG0050,0,2797460
MGYG000002480,LCOG0055,1025202,36551522.5
MGYG000002480,LCOG0056,1008766.5,6291809
MGYG000002480,LCOG0057,1775352.667,11745654.33
MGYG000002480,LCOG0059,328534700.3,351750425.3
MGYG000002480,LCOG0078,178512828.5,58144522.5
MGYG000002480,LCOG0087,0,0
MGYG000002480,LCOG0089,41779159,2794387
MGYG000002480,LCOG0096,411898934,237832605
MGYG000002480,LCOG0097,1072511,0
MGYG000002480,LCOG0098,0,8189776.667
MGYG000002480,LCOG0102,386196,0
MGYG000002480,LCOG0103,0,399083
MGYG000002480,LCOG0197,31411210,27765923
MGYG000002480,LCOG0200,0,2940953
MGYG000002480,LCOG0203,1617871,10293158
MGYG000002480,LCOG0206,135947.6667,1917276.667
MGYG000002480,LCOG0227,0,0
MGYG000002480,LCOG0238,43750411,206783120
MGYG000002480,LCOG0243,468009695.7,661443215.4000001
MGYG000002480,LCOG0257,9356819,24025149
MGYG000002480,LCOG0264,0,0
MGYG000002480,LCOG0268,216462,10672103
MGYG000002480,LCOG0359,1134462,7240027
MGYG000002480,LCOG0374,82140576.5,58686618.5
MGYG000002480,LCOG0437,108879002,88208070.33
MGYG000002480,LCOG0443,50714862.67,93232233
MGYG000002480,LCOG0459,5620194,102523960
MGYG000002480,LCOG0461,88787051,38629719.62
MGYG000002480,LCOG0480,658197588,174385033.5
MGYG000002480,LCOG0489,55161339.67,50656361
MGYG000002480,LCOG0522,0,1639194
MGYG000002480,LCOG0535,31491155,62358786.67
MGYG000002480,LCOG0542,0,61635666
MGYG000002480,LCOG0544,0,570813
MGYG000002480,LCOG0614,45325229.33,84397041
MGYG000002480,LCOG0674,287777688,35818014.5
MGYG000002480,LCOG0711,128455876,299819080
MGYG000002480,LCOG0725,364732,23517839
MGYG000002480,LCOG1013,287777688,35818014.5
MGYG000002480,LCOG1014,287777688,36069534.5
MGYG000002480,LCOG1143,287777688,35818014.5
MGYG000002480,LCOG1227,114611729,1021308
MGYG000002480,LCOG1363,203656768,68522328
MGYG000002480,LCOG1396,100972189.5,52079223.33
MGYG000002480,LCOG1433,442109210,73070886
MGYG000002480,LCOG1528,21798152,15889769
MGYG000002480,LCOG1541,280593058,68336930
MGYG000002480,LCOG1544,0,481120
MGYG000002480,LCOG1592,118826867,60523658.33
MGYG000002480,LCOG1834,61905766.4,112603575.3
MGYG000002480,LCOG2235,24580540,65651022
MGYG000002480,LCOG3381,125062226,61430808
MGYG000002483,77BCM,490250719,2517519580
MGYG000002483,LCOG0050,26291091,65019114
MGYG000002483,LCOG0059,0,0
MGYG000002483,LCOG0173,157771593,160221403
MGYG000002483,LCOG0183,552261,4835064
MGYG000002483,LCOG0201,35301051,6741085
MGYG000002483,LCOG0334,93474368,0
MGYG000002483,LCOG0358,28328553,3981637
MGYG000002483,LCOG0416,418046090,331751222
MGYG000002483,LCOG0443,608414653,0
MGYG000002483,LCOG0522,14050638,0
MGYG000002483,LCOG0579,564810690,110095421
MGYG000002483,LCOG0674,10447397,0
MGYG000002483,LCOG1013,10447397,0
MGYG000002483,LCOG1014,10447397,0
MGYG000002483,LCOG1109,9923402,20683921
MGYG000002483,LCOG1143,10447397,0
MGYG000002483,LCOG1454,1332824967,0
MGYG000002483,LCOG1960,11623397,9351610
MGYG000002483,LCOG2086,18377115,0
MGYG000002483,LCOG2759,2629243,0
MGYG000002483,LCOG2876,40880590,0
MGYG000002483,LCOG2987,37436910,0
MGYG000002483,LCOG3643,37333211,1970120
MGYG000002483,LCOG5016,224391358,0
MGYG000002487,6YGNS,5591985.417,2959897
MGYG000002487,74HNJ,16096049,0
MGYG000002487,78H2Y,87160588.43,712234
MGYG000002487,LCOG0006,42644037,0
MGYG000002487,LCOG0008,5195435,0
MGYG000002487,LCOG0034,2352521,0
MGYG000002487,LCOG0057,60851171.73,10730626
MGYG000002487,LCOG0060,155800167,0
MGYG000002487,LCOG0068,21503884,0
MGYG000002487,LCOG0072,16096049,0
MGYG000002487,LCOG0073,36976634,3198368
MGYG000002487,LCOG0087,655404055.3,40029907.58
MGYG000002487,LCOG0104,27012323.5,0
MGYG000002487,LCOG0119,0,0
MGYG000002487,LCOG0137,299195419.6,41888151.83
MGYG000002487,LCOG0138,89951158,0
MGYG000002487,LCOG0143,2295006.9,0
MGYG000002487,LCOG0144,35229891,0
MGYG000002487,LCOG0148,7153148,0
MGYG000002487,LCOG0154,8705793.667,0
MGYG000002487,LCOG0157,8675241,0
MGYG000002487,LCOG0165,217290655.1,2975452.5
MGYG000002487,LCOG0224,37906270,0
MGYG000002487,LCOG0240,66261022,0
MGYG000002487,LCOG0242,23821503.5,4758248
MGYG000002487,LCOG0243,1003719507,34476512
MGYG000002487,LCOG0244,1069550151,235045363
MGYG000002487,LCOG0248,0,0
MGYG000002487,LCOG0254,36358701.12,600374
MGYG000002487,LCOG0302,947275038.1,144393092.9
MGYG000002487,LCOG0303,110277086.7,204686
MGYG000002487,LCOG0318,154858322.2,36079010
MGYG000002487,LCOG0329,15435129,0
MGYG000002487,LCOG0330,22425877,70144976
MGYG000002487,LCOG0370,605981048,24399245
MGYG000002487,LCOG0381,58942765.94,860687.5
MGYG000002487,LCOG0399,9656343,0
MGYG000002487,LCOG0437,354743567.6,193463679.9
MGYG000002487,LCOG0438,383573436.3,0
MGYG000002487,LCOG0443,230437438,14275845
MGYG000002487,LCOG0480,70288816.96,4314859.5
MGYG000002487,LCOG0489,65034831.71,0
MGYG000002487,LCOG0527,110719694,0
MGYG000002487,LCOG0537,163997123,51294476.5
MGYG000002487,LCOG0541,42327745,0
MGYG000002487,LCOG0544,38390851,0
MGYG000002487,LCOG0550,249456447.5,139338468.5
MGYG000002487,LCOG0592,4425598,0
MGYG000002487,LCOG0614,130210454,12930495
MGYG000002487,LCOG0624,0,0
MGYG000002487,LCOG0646,17947331,0
MGYG000002487,LCOG0648,0,0
MGYG000002487,LCOG0655,112992028,0
MGYG000002487,LCOG0674,1678636531,622865
MGYG000002487,LCOG0677,234457956.9,24906030.67
MGYG000002487,LCOG0707,19081387,0
MGYG000002487,LCOG0747,489211506,2633069
MGYG000002487,LCOG0751,1251233,0
MGYG000002487,LCOG0773,38699427.58,0
MGYG000002487,LCOG0781,35229891,0
MGYG000002487,LCOG0782,30240212,0
MGYG000002487,LCOG0834,132389479.3,23994999
MGYG000002487,LCOG1011,0,0
MGYG000002487,LCOG1013,1678636531,622865
MGYG000002487,LCOG1014,1678636531,622865
MGYG000002487,LCOG1028,131190882,130648053
MGYG000002487,LCOG1048,129791598,67533540.67
MGYG000002487,LCOG1120,0,0
MGYG000002487,LCOG1129,0,0
MGYG000002487,LCOG1144,1678636531,622865
MGYG000002487,LCOG1181,503157771.9,99636290
MGYG000002487,LCOG1190,20880585,3198368
MGYG000002487,LCOG1196,33399335,0
MGYG000002487,LCOG1350,43699870,0
MGYG000002487,LCOG1461,173627491.8,53935435.62
MGYG000002487,LCOG1541,222729697.3,155730069
MGYG000002487,LCOG1579,1468584,0
MGYG000002487,LCOG1659,37226465.16,0
MGYG000002487,LCOG1830,50047566.4,22698530
MGYG000002487,LCOG1918,11158179,0
MGYG000002487,LCOG1959,373693546.7,120155234.6
MGYG000002487,LCOG2014,242926848.8,39168957
MGYG000002487,LCOG2108,1468873378,0
MGYG000002487,LCOG2145,65225822,4044596
MGYG000002487,LCOG2265,2644963,280606
MGYG000002487,LCOG2308,3801765,0
MGYG000002487,LCOG2316,9911026,0
MGYG000002487,LCOG2344,71482093.45,7454167.667
MGYG000002487,LCOG2376,33310387,0
MGYG000002487,LCOG2378,30556493,0
MGYG000002487,LCOG2873,231523669.3,170616878
MGYG000002487,LCOG3118,14271222.67,340268
MGYG000002487,LCOG3126,7169548.381,0
MGYG000002487,LCOG3276,86467431,0
MGYG000002487,LCOG4231,44431284,0
MGYG000002487,LCOG4547,414591506,52089397
MGYG000002487,LCOG4747,28839500,0
MGYG000002487,LCOG4948,154858322.2,36079010
MGYG000002487,LCOG4992,185508567,21634026
MGYG000002509,LCOG0050,67361498,0
MGYG000002509,LCOG0087,29254993,0
MGYG000002509,LCOG0090,7909731,0
MGYG000002509,LCOG0100,33954530,0
MGYG000002509,LCOG0190,620979886,0
MGYG000002509,LCOG0206,0,0
MGYG000002509,LCOG0243,472756,0
MGYG000002509,LCOG0290,78668950,0
MGYG000002509,LCOG0459,139764730,0
MGYG000002509,LCOG0614,0,0
MGYG000002509,LCOG0674,26100587,0
MGYG000002509,LCOG0751,0,0
MGYG000002509,LCOG1013,26100587,0
MGYG000002509,LCOG1014,26100587,0
MGYG000002509,LCOG1144,26100587,0
MGYG000002509,LCOG1918,34105936,0
MGYG000002509,LCOG3550,104857622,0
MGYG000002509,LCOG4770,64709257.5,0
MGYG000002513,LCOG0480,77100135,162787695.4
MGYG000002513,LCOG0542,78350357,279450938.9
MGYG000002517,6T5UW,38788486.17,60701258.61
MGYG000002517,6TVZ5,6287536,38385797.47
MGYG000002517,6UJ7X,0,32085710.99
MGYG000002517,6USE7,68595782.89,119312307.5
MGYG000002517,6UYWH,107047813.6,241033941.1
MGYG000002517,6VG4G,74527826,75696400
MGYG000002517,6W8SE,102703431,52955798.98
MGYG000002517,6WDG6,112934564.3,282323212.2
MGYG000002517,6WV27,75790939.49,249648782
MGYG000002517,6WW61,105384873,128699176
MGYG000002517,6XFKZ,379250656.6,1515580574
MGYG000002517,6XJRK,934795923.9,3515514632
MGYG000002517,6YADS,0,2472
MGYG000002517,6YNYP,17707879.33,24868979.3
MGYG000002517,6Z0NN,49877103,32884420.63
MGYG000002517,6Z12K,23670678.96,117315200.6
MGYG000002517,6Z50A,8134231.667,14862288.94
MGYG000002517,6ZJ7X,53130034.67,32744746.78
MGYG000002517,704C3,23350413,0
MGYG000002517,707TZ,3939626125,8689176296
MGYG000002517,711MA,260445613.2,285818213.3
MGYG000002517,72687,136564275,32940303.1
MGYG000002517,727X3,368350,2600366.258
MGYG000002517,738MH,1866687445,2738728618
MGYG000002517,738MN,218601996.3,208356205.9
MGYG000002517,738MP,483799517,1123859886
MGYG000002517,73D6M,121021231.8,235960234.1
MGYG000002517,73DMZ,148145238,203383165.7
MGYG000002517,74BUS,362529603,448818164.1
MGYG000002517,74UYK,278234.6667,24547483.33
MGYG000002517,7568M,5816547.5,0
MGYG000002517,75K31,664939043,2724975637
MGYG000002517,775TI,554076274.3,890163395.4
MGYG000002517,77WQK,219398245,206335485.3
MGYG000002517,78F6N,952219777.3,564333348.2
MGYG000002517,78Q7H,38261037,37393088.97
MGYG000002517,LCOG0005,161060949.8,446765741.7
MGYG000002517,LCOG0006,181483440.7,504280563.7
MGYG000002517,LCOG0008,368454258.2,403791737.59000003
MGYG000002517,LCOG0012,34256102.33,34209512.83
MGYG000002517,LCOG0013,118551665,168386686.3
MGYG000002517,LCOG0014,67687123.06,142258773.7
MGYG000002517,LCOG0015,128641386.3,161882766.9
MGYG000002517,LCOG0016,1127229501,100649364.7
MGYG000002517,LCOG0017,366722061.8,544700707.3
MGYG000002517,LCOG0018,62185890.5,86269368.62
MGYG000002517,LCOG0019,180571338,108239800
MGYG000002517,LCOG0028,986995486,240367012.85000002
MGYG000002517,LCOG0029,3882723,17850750.51
MGYG000002517,LCOG0031,28466762,45776870.86
MGYG000002517,LCOG0034,40314869,41782017.97
MGYG000002517,LCOG0035,115017736.5,315379912.9
MGYG000002517,LCOG0037,599387670.7,782684081.1
MGYG000002517,LCOG0039,284753717,162341827
MGYG000002517,LCOG0040,81193072.83,75346521.5
MGYG000002517,LCOG0044,149645284,97827485.21
MGYG000002517,LCOG0046,879553710.2,43890151.64
MGYG000002517,LCOG0047,879553710.2,43890151.64
MGYG000002517,LCOG0048,453542.25,4118862.137
MGYG000002517,LCOG0049,897360336.9,765014211.7
MGYG000002517,LCOG0050,488598969.9,680990951
MGYG000002517,LCOG0051,79340876.42,104760548
MGYG000002517,LCOG0052,51457715.79,139567438.6
MGYG000002517,LCOG0053,451218,3474580.19
MGYG000002517,LCOG0055,487207457.7,537770446.3
MGYG000002517,LCOG0056,1050114235,1065169402
MGYG000002517,LCOG0057,84258287.71,268247506.7
MGYG000002517,LCOG0058,1230145492,1106077276
MGYG000002517,LCOG0059,463446554.4,555878124.5
MGYG000002517,LCOG0060,184932051,378014310.4
MGYG000002517,LCOG0062,64670036,118011966
MGYG000002517,LCOG0063,64670036,118011966
MGYG000002517,LCOG0066,44455006.5,31092175.08
MGYG000002517,LCOG0067,198563966,114231004.8
MGYG000002517,LCOG0069,198563966,114231004.8
MGYG000002517,LCOG0070,198563966,114231004.8
MGYG000002517,LCOG0071,819989259.8,1149876464
MGYG000002517,LCOG0072,309966797,285022033.4
MGYG000002517,LCOG0073,2379482787,2168537938
MGYG000002517,LCOG0078,177622185.3,174061578.9
MGYG000002517,LCOG0079,320348900.2,589323431.1
MGYG000002517,LCOG0080,65524088.34,70542508.64
MGYG000002517,LCOG0081,194403528.4,776413355.9
MGYG000002517,LCOG0082,24601493,9654505
MGYG000002517,LCOG0085,276568773.2,300493123.1
MGYG000002517,LCOG0086,1068241432,852455503.6
MGYG000002517,LCOG0087,345965275.5,860835563.2
MGYG000002517,LCOG0088,236963352.4,563592045.9
MGYG000002517,LCOG0089,11257153.75,18438103
MGYG000002517,LCOG0090,1104414173,1272095646
MGYG000002517,LCOG0091,569197626.9,999741515.3
MGYG000002517,LCOG0092,250871776.7,362910808
MGYG000002517,LCOG0094,90142672.58,295444966.8
MGYG000002517,LCOG0096,19408288.57,14960946.71
MGYG000002517,LCOG0097,121706059.1,149018578.2
MGYG000002517,LCOG0098,442487420,992840062.6
MGYG000002517,LCOG0099,168513096,386365678.5
MGYG000002517,LCOG0102,15075538.43,27081489.11
MGYG000002517,LCOG0103,187057041.5,349304921.6
MGYG000002517,LCOG0104,37540005,67455910.53
MGYG000002517,LCOG0107,175001652.8,141705294.6
MGYG000002517,LCOG0108,39284064.67,151523908
MGYG000002517,LCOG0111,226847752,406177467.9
MGYG000002517,LCOG0112,54523546.41,61085032.53
MGYG000002517,LCOG0115,244714954.8,375253455.9
MGYG000002517,LCOG0116,98736445,0
MGYG000002517,LCOG0119,488758418.3,114981338.1
MGYG000002517,LCOG0124,683314599.1,733043136.9
MGYG000002517,LCOG0126,1116050135,1858977173
MGYG000002517,LCOG0129,108994524,166883166.9
MGYG000002517,LCOG0131,483243481,31245794
MGYG000002517,LCOG0136,2197951299,1149171075
MGYG000002517,LCOG0137,600607446.3,934578907.1
MGYG000002517,LCOG0138,216382299.5,41261849.27
MGYG000002517,LCOG0139,175001652.8,141705294.6
MGYG000002517,LCOG0140,175001652.8,141705294.6
MGYG000002517,LCOG0141,800175132.8,876440459.3
MGYG000002517,LCOG0143,818481608.9,980532025
MGYG000002517,LCOG0144,27090982,15478115
MGYG000002517,LCOG0148,75859076.59,410888
MGYG000002517,LCOG0149,1037072929,2915508933
MGYG000002517,LCOG0150,38749491.5,42782372
MGYG000002517,LCOG0152,195267902,102908887.1
MGYG000002517,LCOG0157,316404037.6,334182923.7
MGYG000002517,LCOG0162,495681681.9,163973033.7
MGYG000002517,LCOG0164,51402440,0
MGYG000002517,LCOG0165,38934307.95,75641466.76
MGYG000002517,LCOG0166,527160980,497679286
MGYG000002517,LCOG0167,390279836,110429275.6
MGYG000002517,LCOG0169,94543621.94,402084333.4
MGYG000002517,LCOG0171,54475865,6093573
MGYG000002517,LCOG0172,107037371.6,183106160.8
MGYG000002517,LCOG0173,646268264.6,440871265
MGYG000002517,LCOG0174,157903623.7,43429706.9
MGYG000002517,LCOG0177,670946382.6,270932307.3
MGYG000002517,LCOG0178,46116411,45656722
MGYG000002517,LCOG0180,751317272.3,1623914199
MGYG000002517,LCOG0182,57011702,40924635.64
MGYG000002517,LCOG0183,4268138100,8798427797
MGYG000002517,LCOG0184,155913727.4,97527465.99
MGYG000002517,LCOG0187,630829431.3,473192978.9
MGYG000002517,LCOG0188,1154385334,511836529.4
MGYG000002517,LCOG0190,509399386.5,700648516.8
MGYG000002517,LCOG0191,924382384,2130682817
MGYG000002517,LCOG0192,98537327.42,557539179.1
MGYG000002517,LCOG0194,558630077.5,771329648.1
MGYG000002517,LCOG0195,231077419.8,269318243.7
MGYG000002517,LCOG0197,1285432209,1034839093
MGYG000002517,LCOG0198,325201605.1,424403490.8
MGYG000002517,LCOG0200,147675406.1,382518942.7
MGYG000002517,LCOG0201,0,0
MGYG000002517,LCOG0202,389171542.7,317182925.8
MGYG000002517,LCOG0203,224190699.1,192319120.1
MGYG000002517,LCOG0204,390094496,792609841.9
