Genome,OG,DC.M.48.1,DC.H.48.1
MGYG000002517,LCOG0205,890818386.3,1754370107
MGYG000002517,LCOG0206,119309884.7,297335494.7
MGYG000002517,LCOG0207,20752333,112316994.9
MGYG000002517,LCOG0211,111542841,28161069.23
MGYG000002517,LCOG0213,1105851381,641130749.4
MGYG000002517,LCOG0215,1449297.5,11735814.98
MGYG000002517,LCOG0216,1243235.5,11801134
MGYG000002517,LCOG0217,131571259,266905778.7
MGYG000002517,LCOG0219,15241101,21190214.36
MGYG000002517,LCOG0222,438429153.9,723656303
MGYG000002517,LCOG0223,194891357.9,359410097.1
MGYG000002517,LCOG0224,179144655.5,447619529.5
MGYG000002517,LCOG0227,149697843.7,284353607.5
MGYG000002517,LCOG0228,8137823.5,37218800.84
MGYG000002517,LCOG0232,204274835,28073456
MGYG000002517,LCOG0233,619602891,505990502.2
MGYG000002517,LCOG0234,13576204.86,68508726.06
MGYG000002517,LCOG0235,28116415,75852863.66
MGYG000002517,LCOG0238,479586314.3,457373340.8
MGYG000002517,LCOG0240,244399809.3,86679490.47
MGYG000002517,LCOG0242,14760635,50020146.86
MGYG000002517,LCOG0244,1296333732,918400079.3
MGYG000002517,LCOG0245,2260290,611916.5
MGYG000002517,LCOG0248,68507615,28271271.93
MGYG000002517,LCOG0249,278844681,34957115
MGYG000002517,LCOG0253,94678345,15621548.65
MGYG000002517,LCOG0254,3098260,14909231.93
MGYG000002517,LCOG0255,104950266.4,65579498.2
MGYG000002517,LCOG0256,194928360.3,229155108.7
MGYG000002517,LCOG0258,27372934,15346429.16
MGYG000002517,LCOG0261,176238628.6,130089835.6
MGYG000002517,LCOG0262,127803600.8,146414782.3
MGYG000002517,LCOG0263,81434127.74,173483479.2
MGYG000002517,LCOG0264,452087972.1,1603632215
MGYG000002517,LCOG0268,429474160.1,511563895.5
MGYG000002517,LCOG0270,70433736.5,42210569.7
MGYG000002517,LCOG0272,71561168,0
MGYG000002517,LCOG0274,287525008.5,222581157.9
MGYG000002517,LCOG0275,17829502,41560357.92
MGYG000002517,LCOG0280,57540775.33,323130259.3
MGYG000002517,LCOG0281,103763404.5,130952275.7
MGYG000002517,LCOG0282,63504054,195698934.7
MGYG000002517,LCOG0283,163581364.5,104173355.5
MGYG000002517,LCOG0284,136921360.7,321459061.7
MGYG000002517,LCOG0289,12967626.5,92795833
MGYG000002517,LCOG0290,801766641.3,124244340.9
MGYG000002517,LCOG0291,118440973.1,173336870.4
MGYG000002517,LCOG0292,467638216,466801575.2
MGYG000002517,LCOG0296,1349846072,248190199.1
MGYG000002517,LCOG0297,677275659.5,1026354471
MGYG000002517,LCOG0301,58765205.5,242251918.6
MGYG000002517,LCOG0309,0,0
MGYG000002517,LCOG0317,379158313,96615067.74
MGYG000002517,LCOG0318,4733918,30572904
MGYG000002517,LCOG0325,250903619.1,108377249.5
MGYG000002517,LCOG0326,1454839644,5340654732
MGYG000002517,LCOG0329,47266801.33,269785696.1
MGYG000002517,LCOG0330,544178714.8,795949759.3
MGYG000002517,LCOG0334,601961862.1,296311131.5
MGYG000002517,LCOG0335,502717961.6,838959980.4
MGYG000002517,LCOG0337,151434282,29881142
MGYG000002517,LCOG0341,488181459,403605892.6
MGYG000002517,LCOG0342,488181459,403605892.6
MGYG000002517,LCOG0343,107504435,204107792.8
MGYG000002517,LCOG0345,418848342.2,683676963.6
MGYG000002517,LCOG0347,36472058,42743158.86
MGYG000002517,LCOG0355,455826259.9,480788689.7
MGYG000002517,LCOG0357,122743548,74075907
MGYG000002517,LCOG0359,38704036.62,49617494.17
MGYG000002517,LCOG0360,870044739.5,744640646.4
MGYG000002517,LCOG0363,936855264,1372843043
MGYG000002517,LCOG0366,743482692.1,498675303.1
MGYG000002517,LCOG0370,476498853.8,95783447.79
MGYG000002517,LCOG0372,1062454874,1900110641
MGYG000002517,LCOG0378,1687845758,1402482999
MGYG000002517,LCOG0379,98679971.33,189478639.3
MGYG000002517,LCOG0388,60255621.33,33965012.79
MGYG000002517,LCOG0395,23414346.5,33410558.37
MGYG000002517,LCOG0399,32545497.5,58851651.49
MGYG000002517,LCOG0402,2388987523,1138397814
MGYG000002517,LCOG0410,108997020,62225190
MGYG000002517,LCOG0411,187969140.3,68709281.7
MGYG000002517,LCOG0413,249470682.3,194879840.7
MGYG000002517,LCOG0414,356459116.5,431046372.5
MGYG000002517,LCOG0416,31599057.14,94716008.76
MGYG000002517,LCOG0423,919136541.2,662825653.3
MGYG000002517,LCOG0426,1278897342,771762102.7
MGYG000002517,LCOG0427,3000744297,6502564449
MGYG000002517,LCOG0436,2293876909,938680073.4000001
MGYG000002517,LCOG0438,80587573.17,75276176.12
MGYG000002517,LCOG0440,21777531,8821448.5
MGYG000002517,LCOG0441,63468951.6,42655752.88
MGYG000002517,LCOG0442,174804571.9,301141691.9
MGYG000002517,LCOG0443,1888060699,1363113586
MGYG000002517,LCOG0444,3287997875,1948330862
MGYG000002517,LCOG0445,0,6516045.828
MGYG000002517,LCOG0448,986659716.7,1142141226.6999998
MGYG000002517,LCOG0449,2538466386,1472201690
MGYG000002517,LCOG0451,66537043.67,270810978.5
MGYG000002517,LCOG0452,15767185,71439228.6
MGYG000002517,LCOG0457,0,0
MGYG000002517,LCOG0458,90924961.33,39638112.41
MGYG000002517,LCOG0459,1563749180,6333586710
MGYG000002517,LCOG0460,778718832.6,382050280.2
MGYG000002517,LCOG0461,200261647.5,128605409.9
MGYG000002517,LCOG0462,204609432.5,106976502.5
MGYG000002517,LCOG0463,75476289,6824643
MGYG000002517,LCOG0464,174773609.7,188190208.9
MGYG000002517,LCOG0465,700206442.0699999,730331344.8
MGYG000002517,LCOG0466,1473110106,222646192
MGYG000002517,LCOG0468,26923096.15,194847106.8
MGYG000002517,LCOG0469,575598827.2,561405340.1
MGYG000002517,LCOG0473,1114116,30423974.32
MGYG000002517,LCOG0474,44044717,0
MGYG000002517,LCOG0475,16491875,74405913
MGYG000002517,LCOG0480,599679341,506429937.8
MGYG000002517,LCOG0484,326516445.1,1624827320
MGYG000002517,LCOG0488,179209984,272886548.1
MGYG000002517,LCOG0489,12246585.17,36569047.66
MGYG000002517,LCOG0491,224544457,346909380.4
MGYG000002517,LCOG0492,13005223526,30708184093
MGYG000002517,LCOG0493,1605238111,2781524275
MGYG000002517,LCOG0494,19466729.5,33280086
MGYG000002517,LCOG0495,870196681,951344506.6
MGYG000002517,LCOG0497,1743247,11591191.41
MGYG000002517,LCOG0498,1386092030,1043681576
MGYG000002517,LCOG0503,99551307.46,424456778.5
MGYG000002517,LCOG0504,233193282.6,591083170.3
MGYG000002517,LCOG0505,2827354.5,23106456
MGYG000002517,LCOG0513,831723982,411860967
MGYG000002517,LCOG0515,113124667.1,281929754.2
MGYG000002517,LCOG0516,434902878.1,639704781.6
MGYG000002517,LCOG0517,434902878.1,639704781.6
MGYG000002517,LCOG0518,78704654.02,286390858
MGYG000002517,LCOG0519,78704654.02,286390858
MGYG000002517,LCOG0522,228392120.9,662436423
MGYG000002517,LCOG0523,1149248322,967929781.9
MGYG000002517,LCOG0524,80107569.32,249325055.5
MGYG000002517,LCOG0525,163480693,103039815.2
MGYG000002517,LCOG0527,108413247.7,229250501.8
MGYG000002517,LCOG0528,110022437.7,22479663.44
MGYG000002517,LCOG0532,2006134981,1821508210
MGYG000002517,LCOG0535,1926420124,3372428829
MGYG000002517,LCOG0536,1518974.667,32530819.65
MGYG000002517,LCOG0537,409373.5,8589785.844
MGYG000002517,LCOG0538,37401431.42,82604907
MGYG000002517,LCOG0539,1163556551,1687733685
MGYG000002517,LCOG0541,26233780,98791149
MGYG000002517,LCOG0542,1019366044.8000001,1754179257
MGYG000002517,LCOG0543,380283338.5,453806725.3
MGYG000002517,LCOG0544,1138052844,1709581919
MGYG000002517,LCOG0548,74790608.67,30336918.5
MGYG000002517,LCOG0549,50967702.83,198224488.6
MGYG000002517,LCOG0552,42290893,70425009.5
MGYG000002517,LCOG0554,3159999564,5927781297
MGYG000002517,LCOG0557,156435435.3,34610579.29
MGYG000002517,LCOG0561,5884834,18160753.7
MGYG000002517,LCOG0563,180717389,319871241.4
MGYG000002517,LCOG0568,23149081.33,71288895.77
MGYG000002517,LCOG0569,196619998.7,153588749.4
MGYG000002517,LCOG0571,216738252.5,28817921.49
MGYG000002517,LCOG0572,55759576.9,111233332.5
MGYG000002517,LCOG0575,2414557,17347466.94
MGYG000002517,LCOG0576,18971978.27,236595942.6
MGYG000002517,LCOG0577,1736953409,643767947.3499999
MGYG000002517,LCOG0579,14431489874,31237297609
MGYG000002517,LCOG0580,1039735960,1261263161
MGYG000002517,LCOG0583,26603256,9823992
MGYG000002517,LCOG0592,405643341.1,454096906.3
MGYG000002517,LCOG0593,184470118.76999998,180331157.64999998
MGYG000002517,LCOG0595,75742517,281784400
MGYG000002517,LCOG0596,88538832.72,193207237.1
MGYG000002517,LCOG0601,197117766,87384581.76
MGYG000002517,LCOG0621,227291219.5,234330822.4
MGYG000002517,LCOG0626,28182572.5,39954985.84
MGYG000002517,LCOG0628,42725573,68525859.77
MGYG000002517,LCOG0629,120208027.6,642010529.4
MGYG000002517,LCOG0634,121355348.1,42052974.73
MGYG000002517,LCOG0637,97022715.75,403029654
MGYG000002517,LCOG0641,130914795.8,191386477.5
MGYG000002517,LCOG0642,927404413.8,708253414.5
MGYG000002517,LCOG0653,798861709.3,897346652
MGYG000002517,LCOG0655,11028983,11579470.87
MGYG000002517,LCOG0657,431250359.1,1144488675
MGYG000002517,LCOG0664,38414483.5,56842785.76
MGYG000002517,LCOG0667,5568840,132868881
MGYG000002517,LCOG0669,4295993.714,5334912.783
MGYG000002517,LCOG0674,3792448502,7889178779
MGYG000002517,LCOG0685,85632908.42,76122497.08
MGYG000002517,LCOG0690,137809341,28177731.96
MGYG000002517,LCOG0696,712142042.6,1072666736
MGYG000002517,LCOG0698,141168265,204053682.3
MGYG000002517,LCOG0706,1356318364,379826457.5
MGYG000002517,LCOG0707,13827024,0
MGYG000002517,LCOG0711,881126400.8,663735598.4
MGYG000002517,LCOG0712,391285893.5,333921552.9
MGYG000002517,LCOG0714,11439337.5,28187410.68
MGYG000002517,LCOG0716,19122827.5,23974463.8
MGYG000002517,LCOG0722,106573048.5,51736066.58
MGYG000002517,LCOG0737,235300361.9,433439608.4
MGYG000002517,LCOG0740,253886337.1,217392293.9
MGYG000002517,LCOG0742,163779678.5,238033154.6
MGYG000002517,LCOG0743,20841554,57458973
MGYG000002517,LCOG0745,175204167,188449269.7
MGYG000002517,LCOG0747,5617467775,10343755587
MGYG000002517,LCOG0749,27372934,15346429.16
MGYG000002517,LCOG0760,309161361,112603766.9
MGYG000002517,LCOG0765,472468855,5095294.725
MGYG000002517,LCOG0768,157987773,1121504.008
MGYG000002517,LCOG0770,221809,0
MGYG000002517,LCOG0771,219900682,139744066.5
MGYG000002517,LCOG0773,48512567.85,89128186.08
MGYG000002517,LCOG0775,229180419.7,121908316
MGYG000002517,LCOG0776,874139768.5,701273443
MGYG000002517,LCOG0781,27090982,15478115
MGYG000002517,LCOG0782,32734732.5,105449859.7
MGYG000002517,LCOG0784,1421452831,1186787924
MGYG000002517,LCOG0787,36526775.25,28129520.84
MGYG000002517,LCOG0789,180859012,33123628.54
MGYG000002517,LCOG0791,30905880.33,61755676.88
MGYG000002517,LCOG0793,51727443,0
MGYG000002517,LCOG0800,534677110.3,869428402.6
MGYG000002517,LCOG0807,39284064.67,151523908
MGYG000002517,LCOG0812,88777341,50979144.95
MGYG000002517,LCOG0821,97559140,63448266.51
MGYG000002517,LCOG0822,637276,41296853.57
MGYG000002517,LCOG0824,10480219,114392929.8
MGYG000002517,LCOG0828,2563419.75,46018574.65
MGYG000002517,LCOG0834,472468855,5095294.725
MGYG000002517,LCOG0835,1383252459,1180042381
MGYG000002517,LCOG0836,401080627.9,219887667.6
MGYG000002517,LCOG0840,4995466084,6048358243
MGYG000002517,LCOG0841,2995061569,0
MGYG000002517,LCOG0845,471303176.8,191578683.4
MGYG000002517,LCOG0850,62639727.5,51778805.5
MGYG000002517,LCOG0855,424256960.1,182658874.7
MGYG000002517,LCOG0858,661986080,670932441.3
MGYG000002517,LCOG1001,259242103.2,837765144.5
MGYG000002517,LCOG1004,308445904.8,602736760.4
MGYG000002517,LCOG1013,3792448502,7889178779
MGYG000002517,LCOG1014,3792448502,7889178779
MGYG000002517,LCOG1015,136165957.1,236418450.1
MGYG000002517,LCOG1024,3099124038,7250306385
MGYG000002517,LCOG1026,844779.5,26959986.36
MGYG000002517,LCOG1028,3255748,5970777
MGYG000002517,LCOG1033,441742696.3,749370198.7
MGYG000002517,LCOG1038,1196037577,2013247369
MGYG000002517,LCOG1048,524830504.7,490720284.3
MGYG000002517,LCOG1060,111705667.5,103629495.8
MGYG000002517,LCOG1061,228622038,0
MGYG000002517,LCOG1077,390549282.40000004,601163673.8
MGYG000002517,LCOG1079,35035369,111153719.3
MGYG000002517,LCOG1080,645769168.3,238022761.5
MGYG000002517,LCOG1086,929189716.7,1176057361
MGYG000002517,LCOG1087,139730500,148785645.5
MGYG000002517,LCOG1088,195216002.2,270974901.4
MGYG000002517,LCOG1089,3640007,52766542.75
MGYG000002517,LCOG1091,160714133,498515305.3
MGYG000002517,LCOG1092,10590458,40066945.18
MGYG000002517,LCOG1101,81479120.58,91078858.13
MGYG000002517,LCOG1102,2228739733,1209793871
MGYG000002517,LCOG1104,716641959.6,356556094.9
MGYG000002517,LCOG1109,1552437211,1010735530.8000001
MGYG000002517,LCOG1122,3596599,5952055.972
MGYG000002517,LCOG1124,0,79077863
MGYG000002517,LCOG1126,7100313,23771154.27
MGYG000002517,LCOG1131,664196493.9,1663820004
MGYG000002517,LCOG1132,650005295.3,1077139465
MGYG000002517,LCOG1134,700822225.5,244632557
MGYG000002517,LCOG1136,84361347.9,226077598.8
MGYG000002517,LCOG1139,518705107.3,414321835.6
MGYG000002517,LCOG1143,1128159076,2248674975
MGYG000002517,LCOG1144,3792448502,7889178779
MGYG000002517,LCOG1145,1128159076,2248674975
MGYG000002517,LCOG1149,55116407.33,37467398.12
MGYG000002517,LCOG1158,164348147,88357949.61
MGYG000002517,LCOG1160,43249829,54538573.28
MGYG000002517,LCOG1164,395486144.5,171539049.4
MGYG000002517,LCOG1167,246749717.2,108439165.2
MGYG000002517,LCOG1168,1128344556,1168985618
MGYG000002517,LCOG1171,305210834.7,301694495
MGYG000002517,LCOG1173,624211671.1,760120941.3000001
MGYG000002517,LCOG1175,320035720,129965913
MGYG000002517,LCOG1185,211979180.3,172000702.3
MGYG000002517,LCOG1189,12540427,29495791
MGYG000002517,LCOG1190,1251034381,902983879.3
MGYG000002517,LCOG1192,164735073.9,198739294.2
MGYG000002517,LCOG1193,23289993,21579108
MGYG000002517,LCOG1196,152339437.8,162226793.8
MGYG000002517,LCOG1207,108085124.5,141118874.23000002
MGYG000002517,LCOG1208,43032041,145040627.7
MGYG000002517,LCOG1209,642678125.3,332939105.1
MGYG000002517,LCOG1216,89158024,146520732.7
MGYG000002517,LCOG1217,176337697.5,106675067.6
MGYG000002517,LCOG1219,993833614.5,736890781.3
MGYG000002517,LCOG1234,12891020,26271596
MGYG000002517,LCOG1247,37013780,29473709
MGYG000002517,LCOG1250,4149135911,11802350174
MGYG000002517,LCOG1253,537532847,231273959.9
MGYG000002517,LCOG1264,1866687445,2738728618
MGYG000002517,LCOG1268,10693409.75,0
MGYG000002517,LCOG1283,236257922,311635556.4
MGYG000002517,LCOG1291,92920218.32,230537834.3
MGYG000002517,LCOG1299,2843138628,1517756041
MGYG000002517,LCOG1302,58992040.5,189978114.1
MGYG000002517,LCOG1307,222472595.2,523912262.80999994
MGYG000002517,LCOG1309,469892,9949177
MGYG000002517,LCOG1312,86494018.5,160779945.5
MGYG000002517,LCOG1315,1630223056,597850146
MGYG000002517,LCOG1316,1980601722,1023878278.8000001
MGYG000002517,LCOG1321,29660853,70349079.83
MGYG000002517,LCOG1327,142635788.5,194490043.7
MGYG000002517,LCOG1328,502736467.1,464182794.6
MGYG000002517,LCOG1329,277177393,91923604.41
MGYG000002517,LCOG1335,181757362.5,194570260.2
MGYG000002517,LCOG1344,4913921007,7077193662
MGYG000002517,LCOG1352,394487067.8,577652075.9
MGYG000002517,LCOG1360,3125910,25847328.42
MGYG000002517,LCOG1362,431354260.4,741035601
MGYG000002517,LCOG1363,50080007.45,134222691.9
MGYG000002517,LCOG1364,19709024,85065822.75
MGYG000002517,LCOG1396,308445904.8,602736760.4
MGYG000002517,LCOG1406,510871324.2,225598818.1
MGYG000002517,LCOG1409,193437592,296224291.1
MGYG000002517,LCOG1418,218601996.3,208356205.9
MGYG000002517,LCOG1419,817789.8333,28539498.37
MGYG000002517,LCOG1420,36072377.33,142773812.2
MGYG000002517,LCOG1435,30039158,49996525
MGYG000002517,LCOG1445,2843138628,1517756041
MGYG000002517,LCOG1453,93868577.83,318588876.9
MGYG000002517,LCOG1454,2104355042,1517054326
MGYG000002517,LCOG1461,232997930.3,153028856.6
MGYG000002517,LCOG1472,72513617,62636981
MGYG000002517,LCOG1473,11428863,74235473.54
MGYG000002517,LCOG1475,205553112.3,266119961.5
MGYG000002517,LCOG1482,159073057,3557862.5
MGYG000002517,LCOG1488,166634635.2,169968312.8
MGYG000002517,LCOG1493,1006660340,610739766.7
MGYG000002517,LCOG1502,66504883,189538754.4
MGYG000002517,LCOG1511,682293,19278893
MGYG000002517,LCOG1512,78808445.27,14561065.76
MGYG000002517,LCOG1516,5686771.5,13739171.27
MGYG000002517,LCOG1521,48734778.86,80224778.77
MGYG000002517,LCOG1544,471164534.7,1105298404
MGYG000002517,LCOG1561,32814589,74468602
MGYG000002517,LCOG1566,456173806.3,881889635
MGYG000002517,LCOG1592,219090397.4,549107164.5
MGYG000002517,LCOG1597,177205975.67000002,133548076.7
MGYG000002517,LCOG1600,315720235,143067745.9
MGYG000002517,LCOG1610,45471046,108899399.9
MGYG000002517,LCOG1624,799394950,468674251.4
MGYG000002517,LCOG1638,355904252,23737912
MGYG000002517,LCOG1640,30820325,9267776
MGYG000002517,LCOG1641,365901378,100493173
MGYG000002517,LCOG1653,451504831.6,1194660575
MGYG000002517,LCOG1655,832615422.9,1027432440
MGYG000002517,LCOG1660,573368329,222437014.9
MGYG000002517,LCOG1664,24638115,28813327.66
MGYG000002517,LCOG1682,37570610,90819734.13
MGYG000002517,LCOG1699,15177783,41509804.35
MGYG000002517,LCOG1713,0,599331
MGYG000002517,LCOG1714,369049460.1,554244463.3
MGYG000002517,LCOG1725,179212175,430447551.7
MGYG000002517,LCOG1729,19730257,939016
MGYG000002517,LCOG1737,1078577,6212529
MGYG000002517,LCOG1744,732365493.5,1308812030
MGYG000002517,LCOG1749,703750042.8,157203003.4
MGYG000002517,LCOG1762,2843138628,1517756041
MGYG000002517,LCOG1766,12788325,28974976.93
MGYG000002517,LCOG1774,263084557.8,199325411.6
MGYG000002517,LCOG1776,41988563,66684267.58
MGYG000002517,LCOG1782,118087337.3,2217627724
MGYG000002517,LCOG1799,24036083.5,115876684.6
MGYG000002517,LCOG1802,61269162,49962395
MGYG000002517,LCOG1803,899826113.6,333508546.5
MGYG000002517,LCOG1804,1069933293.4000001,1036566831
MGYG000002517,LCOG1820,1716176404,575603126.7
MGYG000002517,LCOG1837,55877386,148534572
MGYG000002517,LCOG1838,6398059.5,79715120
MGYG000002517,LCOG1841,188464414.6,405815632.9
MGYG000002517,LCOG1846,334449,9552081.041
MGYG000002517,LCOG1847,115829422.8,169303982.6
MGYG000002517,LCOG1866,1554290325,1967400842
MGYG000002517,LCOG1868,179247903.3,360728737.9
MGYG000002517,LCOG1871,2384809799,2536387263
MGYG000002517,LCOG1879,380416057.3,304930804.8
MGYG000002517,LCOG1882,124533187.7,106355928.9
MGYG000002517,LCOG1886,41988563,66684267.58
MGYG000002517,LCOG1896,14374547,30026704.02
MGYG000002517,LCOG1897,2716313.667,16992921.44
MGYG000002517,LCOG1898,157791322.6,367787821.4
MGYG000002517,LCOG1904,48316022,219896906.5
MGYG000002517,LCOG1917,401080627.9,219887667.6
MGYG000002517,LCOG1918,663019340.4,55667638.35
MGYG000002517,LCOG1922,0,31207396.75
MGYG000002517,LCOG1924,35288473,11282021.39
MGYG000002517,LCOG1925,387668098.7,323999906
MGYG000002517,LCOG1932,431308425.6,736722449.6
MGYG000002517,LCOG1940,385466189.7,155108439
MGYG000002517,LCOG1942,83977476,43023681.99
MGYG000002517,LCOG1951,14885555.5,32611739.95
MGYG000002517,LCOG1954,291300074.8,591914530.6
MGYG000002517,LCOG1960,7813778283,14823807543
MGYG000002517,LCOG1961,15003534,0
MGYG000002517,LCOG1968,39843221,36898283
MGYG000002517,LCOG2008,72226896,43156625.34
MGYG000002517,LCOG2013,242458558.6,182249904.2
MGYG000002517,LCOG2017,38204821.83,182007662.54000002
MGYG000002517,LCOG2025,5348901480,10514222278
MGYG000002517,LCOG2086,3823926862,8305484770
MGYG000002517,LCOG2088,34392905,44988712.15
MGYG000002517,LCOG2131,7137992.333,5979177.641
MGYG000002517,LCOG2148,49446926.17,131211383.2
MGYG000002517,LCOG2182,210714518.8,271757126.5
MGYG000002517,LCOG2183,653937088,1146989645
MGYG000002517,LCOG2186,318225926,40174471.02
MGYG000002517,LCOG2190,16666308.33,67409994.08
MGYG000002517,LCOG2195,21939774.33,81972001.94
MGYG000002517,LCOG2199,252116003.5,27584817
MGYG000002517,LCOG2200,331100078.3,292232181.20000005
MGYG000002517,LCOG2201,211810885.8,203182192.6
MGYG000002517,LCOG2206,1425556658,688806791.9
MGYG000002517,LCOG2207,38167750,43573799.32
MGYG000002517,LCOG2217,422764,13495837
MGYG000002517,LCOG2221,500221346.8,654873438.5
MGYG000002517,LCOG2227,58220885,41677044.52
MGYG000002517,LCOG2252,11123043,19065945
MGYG000002517,LCOG2264,104219221,86542534
MGYG000002517,LCOG2267,777527675,133779024.9
MGYG000002517,LCOG2268,1953345079,2782560579
MGYG000002517,LCOG2271,434056634.4,355087197.1
MGYG000002517,LCOG2309,307438690,547428556.7
MGYG000002517,LCOG2317,49441629.5,49628007.64
MGYG000002517,LCOG2326,152033185.3,190069335.3
MGYG000002517,LCOG2344,30100981.5,49506285.87
MGYG000002517,LCOG2357,88646246.83,148296232.8
MGYG000002517,LCOG2502,58667916,140896370.9
MGYG000002517,LCOG2509,14535015.33,54382777.88
MGYG000002517,LCOG2524,443775796.8,572067012.9
MGYG000002517,LCOG2703,120870543.5,192559724.1
